time,solar day ahead,wind offshore eday ahead,wind onshore day ahead
2015-01-01 00:00:00,17.0,n/e,6436.0
2015-01-01 01:00:00,16.0,n/e,5856.0
2015-01-01 02:00:00,8.0,n/e,5454.0
2015-01-01 03:00:00,2.0,n/e,5151.0
2015-01-01 04:00:00,9.0,n/e,4861.0
2015-01-01 05:00:00,4.0,n/e,4617.0
2015-01-01 06:00:00,3.0,n/e,4276.0
2015-01-01 07:00:00,12.0,n/e,3994.0
2015-01-01 08:00:00,39.0,n/e,3602.0
2015-01-01 09:00:00,784.0,n/e,3212.0
2015-01-01 10:00:00,1996.0,n/e,2617.0
2015-01-01 11:00:00,2990.0,n/e,2450.0
2015-01-01 12:00:00,3842.0,n/e,2819.0
2015-01-01 13:00:00,3812.0,n/e,2830.0
2015-01-01 14:00:00,3699.0,n/e,2851.0
2015-01-01 15:00:00,3369.0,n/e,2822.0
2015-01-01 16:00:00,2615.0,n/e,2562.0
2015-01-01 17:00:00,1387.0,n/e,2578.0
2015-01-01 18:00:00,399.0,n/e,2824.0
2015-01-01 19:00:00,100.0,n/e,2801.0
2015-01-01 20:00:00,44.0,n/e,2999.0
2015-01-01 21:00:00,26.0,n/e,3185.0
2015-01-01 22:00:00,13.0,n/e,3446.0
2015-01-01 23:00:00,14.0,n/e,3482.0
2015-02-01 00:00:00,13.0,n/e,3494.0
2015-02-01 01:00:00,10.0,n/e,3189.0
2015-02-01 02:00:00,9.0,n/e,2892.0
2015-02-01 03:00:00,11.0,n/e,2902.0
2015-02-01 04:00:00,8.0,n/e,2749.0
2015-02-01 05:00:00,8.0,n/e,3068.0
2015-02-01 06:00:00,10.0,n/e,3166.0
2015-02-01 07:00:00,18.0,n/e,3141.0
2015-02-01 08:00:00,63.0,n/e,3165.0
2015-02-01 09:00:00,691.0,n/e,2907.0
2015-02-01 10:00:00,1797.0,n/e,2510.0
2015-02-01 11:00:00,3078.0,n/e,1945.0
2015-02-01 12:00:00,3568.0,n/e,1486.0
2015-02-01 13:00:00,3572.0,n/e,1267.0
2015-02-01 14:00:00,3474.0,n/e,1363.0
2015-02-01 15:00:00,2935.0,n/e,1426.0
2015-02-01 16:00:00,2383.0,n/e,1678.0
2015-02-01 17:00:00,1211.0,n/e,1807.0
2015-02-01 18:00:00,392.0,n/e,2050.0
2015-02-01 19:00:00,98.0,n/e,1933.0
2015-02-01 20:00:00,52.0,n/e,1872.0
2015-02-01 21:00:00,30.0,n/e,1755.0
2015-02-01 22:00:00,19.0,n/e,1938.0
2015-02-01 23:00:00,16.0,n/e,2014.0
2015-03-01 00:00:00,16.0,n/e,1965.0
2015-03-01 01:00:00,16.0,n/e,1891.0
2015-03-01 02:00:00,8.0,n/e,2097.0
2015-03-01 03:00:00,2.0,n/e,2336.0
2015-03-01 04:00:00,0.0,n/e,2475.0
2015-03-01 05:00:00,0.0,n/e,2729.0
2015-03-01 06:00:00,2.0,n/e,2903.0
2015-03-01 07:00:00,22.0,n/e,3203.0
2015-03-01 08:00:00,24.0,n/e,3262.0
2015-03-01 09:00:00,683.0,n/e,3278.0
2015-03-01 10:00:00,1777.0,n/e,3390.0
2015-03-01 11:00:00,2996.0,n/e,3212.0
2015-03-01 12:00:00,3831.0,n/e,2928.0
2015-03-01 13:00:00,3939.0,n/e,2906.0
2015-03-01 14:00:00,3691.0,n/e,3284.0
2015-03-01 15:00:00,3197.0,n/e,3604.0
2015-03-01 16:00:00,2438.0,n/e,3835.0
2015-03-01 17:00:00,1347.0,n/e,4333.0
2015-03-01 18:00:00,367.0,n/e,4817.0
2015-03-01 19:00:00,107.0,n/e,5033.0
2015-03-01 20:00:00,24.0,n/e,4925.0
2015-03-01 21:00:00,20.0,n/e,5028.0
2015-03-01 22:00:00,10.0,n/e,5059.0
2015-03-01 23:00:00,9.0,n/e,5026.0
2015-04-01 00:00:00,9.0,n/e,5120.0
2015-04-01 01:00:00,10.0,n/e,5135.0
2015-04-01 02:00:00,10.0,n/e,4989.0
2015-04-01 03:00:00,11.0,n/e,5139.0
2015-04-01 04:00:00,10.0,n/e,5102.0
2015-04-01 05:00:00,11.0,n/e,5154.0
2015-04-01 06:00:00,11.0,n/e,5102.0
2015-04-01 07:00:00,42.0,n/e,5118.0
2015-04-01 08:00:00,39.0,n/e,4992.0
2015-04-01 09:00:00,684.0,n/e,4820.0
2015-04-01 10:00:00,1753.0,n/e,4418.0
2015-04-01 11:00:00,3074.0,n/e,4066.0
2015-04-01 12:00:00,3610.0,n/e,3779.0
2015-04-01 13:00:00,3960.0,n/e,3762.0
2015-04-01 14:00:00,3738.0,n/e,3658.0
2015-04-01 15:00:00,3612.0,n/e,3503.0
2015-04-01 16:00:00,2507.0,n/e,3432.0
2015-04-01 17:00:00,1435.0,n/e,3391.0
2015-04-01 18:00:00,440.0,n/e,3496.0
2015-04-01 19:00:00,115.0,n/e,3674.0
2015-04-01 20:00:00,44.0,n/e,3592.0
2015-04-01 21:00:00,57.0,n/e,3172.0
2015-04-01 22:00:00,50.0,n/e,2702.0
2015-04-01 23:00:00,30.0,n/e,2268.0
2015-05-01 00:00:00,21.0,n/e,1603.0
2015-05-01 01:00:00,27.0,n/e,1199.0
2015-05-01 02:00:00,17.0,n/e,1090.0
2015-05-01 03:00:00,16.0,n/e,1096.0
2015-05-01 04:00:00,8.0,n/e,1226.0
2015-05-01 05:00:00,8.0,n/e,1097.0
2015-05-01 06:00:00,9.0,n/e,1119.0
2015-05-01 07:00:00,19.0,n/e,1335.0
2015-05-01 08:00:00,30.0,n/e,1501.0
2015-05-01 09:00:00,615.0,n/e,1624.0
2015-05-01 10:00:00,1792.0,n/e,1532.0
2015-05-01 11:00:00,2788.0,n/e,1380.0
2015-05-01 12:00:00,3704.0,n/e,1243.0
2015-05-01 13:00:00,3778.0,n/e,1263.0
2015-05-01 14:00:00,3657.0,n/e,1371.0
2015-05-01 15:00:00,3083.0,n/e,1439.0
2015-05-01 16:00:00,2322.0,n/e,1396.0
2015-05-01 17:00:00,1363.0,n/e,1418.0
2015-05-01 18:00:00,361.0,n/e,1562.0
2015-05-01 19:00:00,80.0,n/e,1765.0
2015-05-01 20:00:00,30.0,n/e,1824.0
2015-05-01 21:00:00,38.0,n/e,1824.0
2015-05-01 22:00:00,36.0,n/e,1818.0
2015-05-01 23:00:00,35.0,n/e,1993.0
2015-06-01 00:00:00,3.0,n/e,2316.0
2015-06-01 01:00:00,0.0,n/e,2414.0
2015-06-01 02:00:00,0.0,n/e,2820.0
2015-06-01 03:00:00,1.0,n/e,2901.0
2015-06-01 04:00:00,2.0,n/e,3147.0
2015-06-01 05:00:00,1.0,n/e,3239.0
2015-06-01 06:00:00,1.0,n/e,3357.0
2015-06-01 07:00:00,3.0,n/e,3380.0
2015-06-01 08:00:00,23.0,n/e,3195.0
2015-06-01 09:00:00,493.0,n/e,3180.0
2015-06-01 10:00:00,1240.0,n/e,2829.0
2015-06-01 11:00:00,1933.0,n/e,2142.0
2015-06-01 12:00:00,2631.0,n/e,1773.0
2015-06-01 13:00:00,2814.0,n/e,1665.0
2015-06-01 14:00:00,2853.0,n/e,1748.0
2015-06-01 15:00:00,2128.0,n/e,1853.0
2015-06-01 16:00:00,1440.0,n/e,1726.0
2015-06-01 17:00:00,714.0,n/e,1751.0
2015-06-01 18:00:00,165.0,n/e,1733.0
2015-06-01 19:00:00,0.0,n/e,1864.0
2015-06-01 20:00:00,0.0,n/e,2125.0
2015-06-01 21:00:00,5.0,n/e,2527.0
2015-06-01 22:00:00,7.0,n/e,2668.0
2015-06-01 23:00:00,0.0,n/e,2557.0
2015-07-01 00:00:00,0.0,n/e,2481.0
2015-07-01 01:00:00,2.0,n/e,2174.0
2015-07-01 02:00:00,2.0,n/e,1691.0
2015-07-01 03:00:00,0.0,n/e,1280.0
2015-07-01 04:00:00,0.0,n/e,938.0
2015-07-01 05:00:00,0.0,n/e,720.0
2015-07-01 06:00:00,1.0,n/e,720.0
2015-07-01 07:00:00,11.0,n/e,786.0
2015-07-01 08:00:00,18.0,n/e,1077.0
2015-07-01 09:00:00,476.0,n/e,1294.0
2015-07-01 10:00:00,1226.0,n/e,944.0
2015-07-01 11:00:00,1913.0,n/e,609.0
2015-07-01 12:00:00,2497.0,n/e,437.0
2015-07-01 13:00:00,2836.0,n/e,405.0
2015-07-01 14:00:00,2756.0,n/e,384.0
2015-07-01 15:00:00,2261.0,n/e,361.0
2015-07-01 16:00:00,1784.0,n/e,387.0
2015-07-01 17:00:00,919.0,n/e,441.0
2015-07-01 18:00:00,247.0,n/e,630.0
2015-07-01 19:00:00,66.0,n/e,885.0
2015-07-01 20:00:00,15.0,n/e,902.0
2015-07-01 21:00:00,17.0,n/e,920.0
2015-07-01 22:00:00,15.0,n/e,861.0
2015-07-01 23:00:00,15.0,n/e,1008.0
2015-08-01 00:00:00,14.0,n/e,1003.0
2015-08-01 01:00:00,10.0,n/e,1164.0
2015-08-01 02:00:00,7.0,n/e,1416.0
2015-08-01 03:00:00,3.0,n/e,1602.0
2015-08-01 04:00:00,1.0,n/e,1725.0
2015-08-01 05:00:00,1.0,n/e,1837.0
2015-08-01 06:00:00,1.0,n/e,2030.0
2015-08-01 07:00:00,12.0,n/e,2032.0
2015-08-01 08:00:00,34.0,n/e,1925.0
2015-08-01 09:00:00,600.0,n/e,1944.0
2015-08-01 10:00:00,1611.0,n/e,2000.0
2015-08-01 11:00:00,2448.0,n/e,2122.0
2015-08-01 12:00:00,3003.0,n/e,1789.0
2015-08-01 13:00:00,3257.0,n/e,2051.0
2015-08-01 14:00:00,3233.0,n/e,2196.0
2015-08-01 15:00:00,2948.0,n/e,2405.0
2015-08-01 16:00:00,2289.0,n/e,2354.0
2015-08-01 17:00:00,1183.0,n/e,2012.0
2015-08-01 18:00:00,300.0,n/e,2292.0
2015-08-01 19:00:00,55.0,n/e,2829.0
2015-08-01 20:00:00,9.0,n/e,3749.0
2015-08-01 21:00:00,19.0,n/e,4055.0
2015-08-01 22:00:00,18.0,n/e,4444.0
2015-08-01 23:00:00,14.0,n/e,4773.0
2015-09-01 00:00:00,18.0,n/e,5096.0
2015-09-01 01:00:00,16.0,n/e,4655.0
2015-09-01 02:00:00,16.0,n/e,3762.0
2015-09-01 03:00:00,17.0,n/e,3295.0
2015-09-01 04:00:00,8.0,n/e,2982.0
2015-09-01 05:00:00,2.0,n/e,3178.0
2015-09-01 06:00:00,1.0,n/e,3246.0
2015-09-01 07:00:00,6.0,n/e,3615.0
2015-09-01 08:00:00,58.0,n/e,3592.0
2015-09-01 09:00:00,670.0,n/e,3425.0
2015-09-01 10:00:00,1825.0,n/e,3357.0
2015-09-01 11:00:00,2942.0,n/e,3297.0
2015-09-01 12:00:00,3719.0,n/e,3184.0
2015-09-01 13:00:00,3822.0,n/e,3081.0
2015-09-01 14:00:00,3667.0,n/e,3125.0
2015-09-01 15:00:00,3409.0,n/e,3086.0
2015-09-01 16:00:00,2689.0,n/e,3102.0
2015-09-01 17:00:00,1407.0,n/e,3122.0
2015-09-01 18:00:00,535.0,n/e,3170.0
2015-09-01 19:00:00,113.0,n/e,3454.0
2015-09-01 20:00:00,11.0,n/e,3678.0
2015-09-01 21:00:00,42.0,n/e,3793.0
2015-09-01 22:00:00,23.0,n/e,3802.0
2015-09-01 23:00:00,32.0,n/e,3490.0
2015-10-01 00:00:00,21.0,n/e,3530.0
2015-10-01 01:00:00,16.0,n/e,3600.0
2015-10-01 02:00:00,15.0,n/e,3732.0
2015-10-01 03:00:00,16.0,n/e,4001.0
2015-10-01 04:00:00,15.0,n/e,4034.0
2015-10-01 05:00:00,7.0,n/e,4256.0
2015-10-01 06:00:00,2.0,n/e,4577.0
2015-10-01 07:00:00,15.0,n/e,4817.0
2015-10-01 08:00:00,49.0,n/e,5003.0
2015-10-01 09:00:00,676.0,n/e,4761.0
2015-10-01 10:00:00,1852.0,n/e,4216.0
2015-10-01 11:00:00,3006.0,n/e,3410.0
2015-10-01 12:00:00,3644.0,n/e,2615.0
2015-10-01 13:00:00,3613.0,n/e,2380.0
2015-10-01 14:00:00,3506.0,n/e,2033.0
2015-10-01 15:00:00,3276.0,n/e,2170.0
2015-10-01 16:00:00,2560.0,n/e,2239.0
2015-10-01 17:00:00,1323.0,n/e,2523.0
2015-10-01 18:00:00,531.0,n/e,3437.0
2015-10-01 19:00:00,61.0,n/e,4068.0
2015-10-01 20:00:00,29.0,n/e,4477.0
2015-10-01 21:00:00,18.0,n/e,4782.0
2015-10-01 22:00:00,12.0,n/e,5061.0
2015-10-01 23:00:00,12.0,n/e,5258.0
2015-11-01 00:00:00,14.0,n/e,5576.0
2015-11-01 01:00:00,10.0,n/e,5764.0
2015-11-01 02:00:00,10.0,n/e,5821.0
2015-11-01 03:00:00,11.0,n/e,6357.0
2015-11-01 04:00:00,9.0,n/e,6877.0
2015-11-01 05:00:00,9.0,n/e,7443.0
2015-11-01 06:00:00,10.0,n/e,7802.0
2015-11-01 07:00:00,16.0,n/e,7646.0
2015-11-01 08:00:00,65.0,n/e,7993.0
2015-11-01 09:00:00,654.0,n/e,7976.0
2015-11-01 10:00:00,1656.0,n/e,7778.0
2015-11-01 11:00:00,2707.0,n/e,7413.0
2015-11-01 12:00:00,3286.0,n/e,6877.0
2015-11-01 13:00:00,3389.0,n/e,6561.0
2015-11-01 14:00:00,3242.0,n/e,6320.0
2015-11-01 15:00:00,2983.0,n/e,5725.0
2015-11-01 16:00:00,2344.0,n/e,5292.0
2015-11-01 17:00:00,1324.0,n/e,5102.0
2015-11-01 18:00:00,421.0,n/e,4744.0
2015-11-01 19:00:00,77.0,n/e,4642.0
2015-11-01 20:00:00,33.0,n/e,4357.0
2015-11-01 21:00:00,18.0,n/e,4143.0
2015-11-01 22:00:00,16.0,n/e,3713.0
2015-11-01 23:00:00,16.0,n/e,3465.0
2015-12-01 00:00:00,16.0,n/e,3720.0
2015-12-01 01:00:00,18.0,n/e,4007.0
2015-12-01 02:00:00,6.0,n/e,4303.0
2015-12-01 03:00:00,2.0,n/e,4524.0
2015-12-01 04:00:00,0.0,n/e,4901.0
2015-12-01 05:00:00,0.0,n/e,5093.0
2015-12-01 06:00:00,0.0,n/e,5286.0
2015-12-01 07:00:00,9.0,n/e,5642.0
2015-12-01 08:00:00,46.0,n/e,5999.0
2015-12-01 09:00:00,565.0,n/e,6167.0
2015-12-01 10:00:00,1447.0,n/e,6254.0
2015-12-01 11:00:00,2304.0,n/e,5989.0
2015-12-01 12:00:00,3060.0,n/e,5826.0
2015-12-01 13:00:00,3304.0,n/e,6259.0
2015-12-01 14:00:00,3212.0,n/e,6537.0
2015-12-01 15:00:00,2660.0,n/e,6419.0
2015-12-01 16:00:00,1767.0,n/e,6291.0
2015-12-01 17:00:00,862.0,n/e,6024.0
2015-12-01 18:00:00,254.0,n/e,6371.0
2015-12-01 19:00:00,0.0,n/e,7046.0
2015-12-01 20:00:00,0.0,n/e,7392.0
2015-12-01 21:00:00,4.0,n/e,7595.0
2015-12-01 22:00:00,2.0,n/e,7758.0
2015-12-01 23:00:00,1.0,n/e,7996.0
2015-01-13 00:00:00,4.0,n/e,8097.0
2015-01-13 01:00:00,0.0,n/e,7806.0
2015-01-13 02:00:00,0.0,n/e,7376.0
2015-01-13 03:00:00,1.0,n/e,7098.0
2015-01-13 04:00:00,3.0,n/e,6814.0
2015-01-13 05:00:00,1.0,n/e,6962.0
2015-01-13 06:00:00,1.0,n/e,6887.0
2015-01-13 07:00:00,9.0,n/e,6901.0
2015-01-13 08:00:00,61.0,n/e,6887.0
2015-01-13 09:00:00,650.0,n/e,7022.0
2015-01-13 10:00:00,1695.0,n/e,6650.0
2015-01-13 11:00:00,2715.0,n/e,5847.0
2015-01-13 12:00:00,3317.0,n/e,5519.0
2015-01-13 13:00:00,3422.0,n/e,6002.0
2015-01-13 14:00:00,3350.0,n/e,6334.0
2015-01-13 15:00:00,3012.0,n/e,6593.0
2015-01-13 16:00:00,2280.0,n/e,6291.0
2015-01-13 17:00:00,1292.0,n/e,5959.0
2015-01-13 18:00:00,437.0,n/e,5636.0
2015-01-13 19:00:00,4.0,n/e,5604.0
2015-01-13 20:00:00,8.0,n/e,5820.0
2015-01-13 21:00:00,16.0,n/e,5901.0
2015-01-13 22:00:00,11.0,n/e,5718.0
2015-01-13 23:00:00,6.0,n/e,5770.0
2015-01-14 00:00:00,1.0,n/e,5993.0
2015-01-14 01:00:00,3.0,n/e,6256.0
2015-01-14 02:00:00,1.0,n/e,6577.0
2015-01-14 03:00:00,1.0,n/e,6625.0
2015-01-14 04:00:00,0.0,n/e,6428.0
2015-01-14 05:00:00,0.0,n/e,6395.0
2015-01-14 06:00:00,0.0,n/e,5557.0
2015-01-14 07:00:00,2.0,n/e,4933.0
2015-01-14 08:00:00,58.0,n/e,4636.0
2015-01-14 09:00:00,497.0,n/e,4658.0
2015-01-14 10:00:00,1345.0,n/e,4549.0
2015-01-14 11:00:00,2281.0,n/e,4313.0
2015-01-14 12:00:00,2895.0,n/e,4447.0
2015-01-14 13:00:00,3159.0,n/e,5041.0
2015-01-14 14:00:00,3111.0,n/e,5388.0
2015-01-14 15:00:00,2643.0,n/e,5530.0
2015-01-14 16:00:00,1871.0,n/e,5641.0
2015-01-14 17:00:00,830.0,n/e,5604.0
2015-01-14 18:00:00,285.0,n/e,5888.0
2015-01-14 19:00:00,31.0,n/e,6335.0
2015-01-14 20:00:00,11.0,n/e,6924.0
2015-01-14 21:00:00,22.0,n/e,7523.0
2015-01-14 22:00:00,15.0,n/e,8025.0
2015-01-14 23:00:00,0.0,n/e,8085.0
2015-01-15 00:00:00,4.0,n/e,8424.0
2015-01-15 01:00:00,0.0,n/e,8463.0
2015-01-15 02:00:00,0.0,n/e,8402.0
2015-01-15 03:00:00,0.0,n/e,8319.0
2015-01-15 04:00:00,1.0,n/e,8337.0
2015-01-15 05:00:00,1.0,n/e,8093.0
2015-01-15 06:00:00,1.0,n/e,7992.0
2015-01-15 07:00:00,21.0,n/e,8186.0
2015-01-15 08:00:00,73.0,n/e,8689.0
2015-01-15 09:00:00,567.0,n/e,9166.0
2015-01-15 10:00:00,1397.0,n/e,9423.0
2015-01-15 11:00:00,2191.0,n/e,9164.0
2015-01-15 12:00:00,2556.0,n/e,9595.0
2015-01-15 13:00:00,2640.0,n/e,9905.0
2015-01-15 14:00:00,2457.0,n/e,9694.0
2015-01-15 15:00:00,1902.0,n/e,10147.0
2015-01-15 16:00:00,1181.0,n/e,10370.0
2015-01-15 17:00:00,454.0,n/e,10246.0
2015-01-15 18:00:00,61.0,n/e,10109.0
2015-01-15 19:00:00,11.0,n/e,10483.0
2015-01-15 20:00:00,11.0,n/e,11013.0
2015-01-15 21:00:00,3.0,n/e,11527.0
2015-01-15 22:00:00,3.0,n/e,12069.0
2015-01-15 23:00:00,3.0,n/e,11549.0
2015-01-16 00:00:00,6.0,n/e,10850.0
2015-01-16 01:00:00,0.0,n/e,9975.0
2015-01-16 02:00:00,0.0,n/e,9267.0
2015-01-16 03:00:00,1.0,n/e,8578.0
2015-01-16 04:00:00,4.0,n/e,8099.0
2015-01-16 05:00:00,4.0,n/e,8683.0
2015-01-16 06:00:00,2.0,n/e,8602.0
2015-01-16 07:00:00,12.0,n/e,8277.0
2015-01-16 08:00:00,47.0,n/e,8769.0
2015-01-16 09:00:00,416.0,n/e,9186.0
2015-01-16 10:00:00,1032.0,n/e,9546.0
2015-01-16 11:00:00,1628.0,n/e,9912.0
2015-01-16 12:00:00,2276.0,n/e,10797.0
2015-01-16 13:00:00,2613.0,n/e,11646.0
2015-01-16 14:00:00,2538.0,n/e,12710.0
2015-01-16 15:00:00,2272.0,n/e,13327.0
2015-01-16 16:00:00,1691.0,n/e,12385.0
2015-01-16 17:00:00,765.0,n/e,11017.0
2015-01-16 18:00:00,187.0,n/e,10038.0
2015-01-16 19:00:00,33.0,n/e,9097.0
2015-01-16 20:00:00,18.0,n/e,9500.0
2015-01-16 21:00:00,37.0,n/e,9839.0
2015-01-16 22:00:00,36.0,n/e,9487.0
2015-01-16 23:00:00,32.0,n/e,9505.0
2015-01-17 00:00:00,34.0,n/e,9235.0
2015-01-17 01:00:00,35.0,n/e,9170.0
2015-01-17 02:00:00,17.0,n/e,8834.0
2015-01-17 03:00:00,2.0,n/e,8180.0
2015-01-17 04:00:00,2.0,n/e,7714.0
2015-01-17 05:00:00,0.0,n/e,7366.0
2015-01-17 06:00:00,0.0,n/e,6668.0
2015-01-17 07:00:00,5.0,n/e,6236.0
2015-01-17 08:00:00,104.0,n/e,6310.0
2015-01-17 09:00:00,713.0,n/e,5935.0
2015-01-17 10:00:00,1815.0,n/e,5592.0
2015-01-17 11:00:00,2805.0,n/e,5285.0
2015-01-17 12:00:00,3457.0,n/e,5401.0
2015-01-17 13:00:00,3558.0,n/e,5774.0
2015-01-17 14:00:00,3312.0,n/e,6184.0
2015-01-17 15:00:00,2822.0,n/e,6420.0
2015-01-17 16:00:00,2016.0,n/e,6318.0
2015-01-17 17:00:00,801.0,n/e,5924.0
2015-01-17 18:00:00,165.0,n/e,5367.0
2015-01-17 19:00:00,62.0,n/e,5576.0
2015-01-17 20:00:00,28.0,n/e,6135.0
2015-01-17 21:00:00,26.0,n/e,6385.0
2015-01-17 22:00:00,26.0,n/e,6305.0
2015-01-17 23:00:00,26.0,n/e,6331.0
2015-01-18 00:00:00,24.0,n/e,6624.0
2015-01-18 01:00:00,11.0,n/e,6510.0
2015-01-18 02:00:00,6.0,n/e,6574.0
2015-01-18 03:00:00,8.0,n/e,6723.0
2015-01-18 04:00:00,6.0,n/e,6671.0
2015-01-18 05:00:00,6.0,n/e,6417.0
2015-01-18 06:00:00,4.0,n/e,6512.0
2015-01-18 07:00:00,7.0,n/e,6396.0
2015-01-18 08:00:00,60.0,n/e,6140.0
2015-01-18 09:00:00,280.0,n/e,5765.0
2015-01-18 10:00:00,641.0,n/e,5287.0
2015-01-18 11:00:00,927.0,n/e,5032.0
2015-01-18 12:00:00,1070.0,n/e,5018.0
2015-01-18 13:00:00,880.0,n/e,5049.0
2015-01-18 14:00:00,703.0,n/e,5045.0
2015-01-18 15:00:00,552.0,n/e,5190.0
2015-01-18 16:00:00,346.0,n/e,5902.0
2015-01-18 17:00:00,135.0,n/e,6843.0
2015-01-18 18:00:00,24.0,n/e,7164.0
2015-01-18 19:00:00,9.0,n/e,7052.0
2015-01-18 20:00:00,10.0,n/e,6376.0
2015-01-18 21:00:00,10.0,n/e,6241.0
2015-01-18 22:00:00,9.0,n/e,5771.0
2015-01-18 23:00:00,11.0,n/e,5046.0
2015-01-19 00:00:00,1.0,n/e,4746.0
2015-01-19 01:00:00,11.0,n/e,4975.0
2015-01-19 02:00:00,11.0,n/e,5000.0
2015-01-19 03:00:00,12.0,n/e,5208.0
2015-01-19 04:00:00,13.0,n/e,6038.0
2015-01-19 05:00:00,16.0,n/e,7176.0
2015-01-19 06:00:00,14.0,n/e,8043.0
2015-01-19 07:00:00,13.0,n/e,8336.0
2015-01-19 08:00:00,53.0,n/e,8477.0
2015-01-19 09:00:00,371.0,n/e,9210.0
2015-01-19 10:00:00,1002.0,n/e,9458.0
2015-01-19 11:00:00,1618.0,n/e,9030.0
2015-01-19 12:00:00,2063.0,n/e,8825.0
2015-01-19 13:00:00,2304.0,n/e,8420.0
2015-01-19 14:00:00,2271.0,n/e,8284.0
2015-01-19 15:00:00,2182.0,n/e,8234.0
2015-01-19 16:00:00,1702.0,n/e,7663.0
2015-01-19 17:00:00,945.0,n/e,7398.0
2015-01-19 18:00:00,245.0,n/e,6850.0
2015-01-19 19:00:00,91.0,n/e,6434.0
2015-01-19 20:00:00,28.0,n/e,6907.0
2015-01-19 21:00:00,10.0,n/e,6815.0
2015-01-19 22:00:00,4.0,n/e,6695.0
2015-01-19 23:00:00,3.0,n/e,6338.0
2015-01-20 00:00:00,4.0,n/e,5784.0
2015-01-20 01:00:00,0.0,n/e,5787.0
2015-01-20 02:00:00,0.0,n/e,6123.0
2015-01-20 03:00:00,0.0,n/e,6331.0
2015-01-20 04:00:00,0.0,n/e,6117.0
2015-01-20 05:00:00,4.0,n/e,5694.0
2015-01-20 06:00:00,3.0,n/e,4853.0
2015-01-20 07:00:00,29.0,n/e,4429.0
2015-01-20 08:00:00,78.0,n/e,4253.0
2015-01-20 09:00:00,473.0,n/e,4110.0
2015-01-20 10:00:00,1026.0,n/e,3646.0
2015-01-20 11:00:00,1497.0,n/e,3298.0
2015-01-20 12:00:00,1754.0,n/e,3251.0
2015-01-20 13:00:00,1761.0,n/e,3649.0
2015-01-20 14:00:00,1587.0,n/e,4145.0
2015-01-20 15:00:00,1365.0,n/e,4305.0
2015-01-20 16:00:00,978.0,n/e,3745.0
2015-01-20 17:00:00,462.0,n/e,3536.0
2015-01-20 18:00:00,103.0,n/e,3314.0
2015-01-20 19:00:00,4.0,n/e,2944.0
2015-01-20 20:00:00,0.0,n/e,3180.0
2015-01-20 21:00:00,1.0,n/e,3594.0
2015-01-20 22:00:00,0.0,n/e,3777.0
2015-01-20 23:00:00,0.0,n/e,4033.0
2015-01-21 00:00:00,0.0,n/e,4491.0
2015-01-21 01:00:00,3.0,n/e,5065.0
2015-01-21 02:00:00,4.0,n/e,5872.0
2015-01-21 03:00:00,1.0,n/e,6228.0
2015-01-21 04:00:00,0.0,n/e,6742.0
2015-01-21 05:00:00,0.0,n/e,7505.0
2015-01-21 06:00:00,1.0,n/e,7560.0
2015-01-21 07:00:00,36.0,n/e,8092.0
2015-01-21 08:00:00,99.0,n/e,8087.0
2015-01-21 09:00:00,636.0,n/e,8015.0
2015-01-21 10:00:00,1476.0,n/e,7813.0
2015-01-21 11:00:00,2252.0,n/e,7494.0
2015-01-21 12:00:00,2751.0,n/e,8180.0
2015-01-21 13:00:00,2747.0,n/e,8362.0
2015-01-21 14:00:00,2310.0,n/e,9268.0
2015-01-21 15:00:00,1861.0,n/e,9793.0
2015-01-21 16:00:00,1349.0,n/e,9590.0
2015-01-21 17:00:00,657.0,n/e,9728.0
2015-01-21 18:00:00,193.0,n/e,9320.0
2015-01-21 19:00:00,7.0,n/e,9625.0
2015-01-21 20:00:00,8.0,n/e,9653.0
2015-01-21 21:00:00,8.0,n/e,9749.0
2015-01-21 22:00:00,5.0,n/e,10030.0
2015-01-21 23:00:00,2.0,n/e,9689.0
2015-01-22 00:00:00,1.0,n/e,10046.0
2015-01-22 01:00:00,0.0,n/e,10291.0
2015-01-22 02:00:00,0.0,n/e,10207.0
2015-01-22 03:00:00,0.0,n/e,10082.0
2015-01-22 04:00:00,0.0,n/e,10018.0
2015-01-22 05:00:00,1.0,n/e,10223.0
2015-01-22 06:00:00,1.0,n/e,10316.0
2015-01-22 07:00:00,25.0,n/e,10168.0
2015-01-22 08:00:00,73.0,n/e,9990.0
2015-01-22 09:00:00,581.0,n/e,9627.0
2015-01-22 10:00:00,1338.0,n/e,9389.0
2015-01-22 11:00:00,2315.0,n/e,9457.0
2015-01-22 12:00:00,3011.0,n/e,10372.0
2015-01-22 13:00:00,3230.0,n/e,10641.0
2015-01-22 14:00:00,3075.0,n/e,10782.0
2015-01-22 15:00:00,2451.0,n/e,10942.0
2015-01-22 16:00:00,1758.0,n/e,10490.0
2015-01-22 17:00:00,772.0,n/e,10222.0
2015-01-22 18:00:00,293.0,n/e,9823.0
2015-01-22 19:00:00,104.0,n/e,9195.0
2015-01-22 20:00:00,44.0,n/e,9113.0
2015-01-22 21:00:00,7.0,n/e,9009.0
2015-01-22 22:00:00,0.0,n/e,8589.0
2015-01-22 23:00:00,0.0,n/e,8615.0
2015-01-23 00:00:00,0.0,n/e,8693.0
2015-01-23 01:00:00,0.0,n/e,8708.0
2015-01-23 02:00:00,0.0,n/e,8753.0
