"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|ES","Generation - Solar  [MW] Intraday / BZN|ES","Generation - Solar  [MW] Current / BZN|ES","Generation - Wind Offshore  [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore  [MW] Intraday / BZN|ES","Generation - Wind Offshore  [MW] Current / BZN|ES","Generation - Wind Onshore  [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore  [MW] Intraday / BZN|ES","Generation - Wind Onshore  [MW] Current / BZN|ES"
"12.02.2016 00:00 - 12.02.2016 01:00","9","n/e","n/e","n/e","n/e","n/e","14359","n/e","n/e"
"12.02.2016 01:00 - 12.02.2016 02:00","4","n/e","n/e","n/e","n/e","n/e","14539","n/e","n/e"
"12.02.2016 02:00 - 12.02.2016 03:00","3","n/e","n/e","n/e","n/e","n/e","14513","n/e","n/e"
"12.02.2016 03:00 - 12.02.2016 04:00","7","n/e","n/e","n/e","n/e","n/e","14536","n/e","n/e"
"12.02.2016 04:00 - 12.02.2016 05:00","6","n/e","n/e","n/e","n/e","n/e","14938","n/e","n/e"
"12.02.2016 05:00 - 12.02.2016 06:00","4","n/e","n/e","n/e","n/e","n/e","15113","n/e","n/e"
"12.02.2016 06:00 - 12.02.2016 07:00","2","n/e","n/e","n/e","n/e","n/e","14954","n/e","n/e"
"12.02.2016 07:00 - 12.02.2016 08:00","20","n/e","n/e","n/e","n/e","n/e","15168","n/e","n/e"
"12.02.2016 08:00 - 12.02.2016 09:00","103","n/e","n/e","n/e","n/e","n/e","14997","n/e","n/e"
"12.02.2016 09:00 - 12.02.2016 10:00","346","n/e","n/e","n/e","n/e","n/e","15005","n/e","n/e"
"12.02.2016 10:00 - 12.02.2016 11:00","573","n/e","n/e","n/e","n/e","n/e","15112","n/e","n/e"
"12.02.2016 11:00 - 12.02.2016 12:00","766","n/e","n/e","n/e","n/e","n/e","15109","n/e","n/e"
"12.02.2016 12:00 - 12.02.2016 13:00","850","n/e","n/e","n/e","n/e","n/e","15198","n/e","n/e"
"12.02.2016 13:00 - 12.02.2016 14:00","931","n/e","n/e","n/e","n/e","n/e","15536","n/e","n/e"
"12.02.2016 14:00 - 12.02.2016 15:00","837","n/e","n/e","n/e","n/e","n/e","15596","n/e","n/e"
"12.02.2016 15:00 - 12.02.2016 16:00","651","n/e","n/e","n/e","n/e","n/e","15612","n/e","n/e"
"12.02.2016 16:00 - 12.02.2016 17:00","463","n/e","n/e","n/e","n/e","n/e","15508","n/e","n/e"
"12.02.2016 17:00 - 12.02.2016 18:00","215","n/e","n/e","n/e","n/e","n/e","15745","n/e","n/e"
"12.02.2016 18:00 - 12.02.2016 19:00","76","n/e","n/e","n/e","n/e","n/e","15729","n/e","n/e"
"12.02.2016 19:00 - 12.02.2016 20:00","12","n/e","n/e","n/e","n/e","n/e","15754","n/e","n/e"
"12.02.2016 20:00 - 12.02.2016 21:00","9","n/e","n/e","n/e","n/e","n/e","15783","n/e","n/e"
"12.02.2016 21:00 - 12.02.2016 22:00","4","n/e","n/e","n/e","n/e","n/e","15830","n/e","n/e"
"12.02.2016 22:00 - 12.02.2016 23:00","2","n/e","n/e","n/e","n/e","n/e","15969","n/e","n/e"
"12.02.2016 23:00 - 13.02.2016 00:00","0","n/e","n/e","n/e","n/e","n/e","16077","n/e","n/e"
"13.02.2016 00:00 - 13.02.2016 01:00","0","n/e","n/e","n/e","n/e","n/e","15281","n/e","n/e"
"13.02.2016 01:00 - 13.02.2016 02:00","1","n/e","n/e","n/e","n/e","n/e","14600","n/e","n/e"
"13.02.2016 02:00 - 13.02.2016 03:00","1","n/e","n/e","n/e","n/e","n/e","14164","n/e","n/e"
"13.02.2016 03:00 - 13.02.2016 04:00","3","n/e","n/e","n/e","n/e","n/e","13860","n/e","n/e"
"13.02.2016 04:00 - 13.02.2016 05:00","7","n/e","n/e","n/e","n/e","n/e","13626","n/e","n/e"
"13.02.2016 05:00 - 13.02.2016 06:00","5","n/e","n/e","n/e","n/e","n/e","13389","n/e","n/e"
"13.02.2016 06:00 - 13.02.2016 07:00","3","n/e","n/e","n/e","n/e","n/e","13537","n/e","n/e"
"13.02.2016 07:00 - 13.02.2016 08:00","15","n/e","n/e","n/e","n/e","n/e","13704","n/e","n/e"
"13.02.2016 08:00 - 13.02.2016 09:00","102","n/e","n/e","n/e","n/e","n/e","14023","n/e","n/e"
"13.02.2016 09:00 - 13.02.2016 10:00","441","n/e","n/e","n/e","n/e","n/e","14640","n/e","n/e"
"13.02.2016 10:00 - 13.02.2016 11:00","862","n/e","n/e","n/e","n/e","n/e","15031","n/e","n/e"
"13.02.2016 11:00 - 13.02.2016 12:00","1053","n/e","n/e","n/e","n/e","n/e","15571","n/e","n/e"
"13.02.2016 12:00 - 13.02.2016 13:00","1194","n/e","n/e","n/e","n/e","n/e","15247","n/e","n/e"
"13.02.2016 13:00 - 13.02.2016 14:00","1235","n/e","n/e","n/e","n/e","n/e","15274","n/e","n/e"
"13.02.2016 14:00 - 13.02.2016 15:00","1176","n/e","n/e","n/e","n/e","n/e","15240","n/e","n/e"
"13.02.2016 15:00 - 13.02.2016 16:00","967","n/e","n/e","n/e","n/e","n/e","14779","n/e","n/e"
"13.02.2016 16:00 - 13.02.2016 17:00","653","n/e","n/e","n/e","n/e","n/e","14750","n/e","n/e"
"13.02.2016 17:00 - 13.02.2016 18:00","299","n/e","n/e","n/e","n/e","n/e","13840","n/e","n/e"
"13.02.2016 18:00 - 13.02.2016 19:00","95","n/e","n/e","n/e","n/e","n/e","13622","n/e","n/e"
"13.02.2016 19:00 - 13.02.2016 20:00","11","n/e","n/e","n/e","n/e","n/e","13902","n/e","n/e"
"13.02.2016 20:00 - 13.02.2016 21:00","3","n/e","n/e","n/e","n/e","n/e","13960","n/e","n/e"
"13.02.2016 21:00 - 13.02.2016 22:00","1","n/e","n/e","n/e","n/e","n/e","14491","n/e","n/e"
"13.02.2016 22:00 - 13.02.2016 23:00","0","n/e","n/e","n/e","n/e","n/e","14964","n/e","n/e"
"13.02.2016 23:00 - 14.02.2016 00:00","0","n/e","n/e","n/e","n/e","n/e","14700","n/e","n/e"
"14.02.2016 00:00 - 14.02.2016 01:00","0","n/e","n/e","n/e","n/e","n/e","14003","n/e","n/e"
"14.02.2016 01:00 - 14.02.2016 02:00","1","n/e","n/e","n/e","n/e","n/e","12870","n/e","n/e"
"14.02.2016 02:00 - 14.02.2016 03:00","2","n/e","n/e","n/e","n/e","n/e","12234","n/e","n/e"
"14.02.2016 03:00 - 14.02.2016 04:00","7","n/e","n/e","n/e","n/e","n/e","10579","n/e","n/e"
"14.02.2016 04:00 - 14.02.2016 05:00","10","n/e","n/e","n/e","n/e","n/e","9676","n/e","n/e"
"14.02.2016 05:00 - 14.02.2016 06:00","5","n/e","n/e","n/e","n/e","n/e","10008","n/e","n/e"
"14.02.2016 06:00 - 14.02.2016 07:00","2","n/e","n/e","n/e","n/e","n/e","9850","n/e","n/e"
"14.02.2016 07:00 - 14.02.2016 08:00","52","n/e","n/e","n/e","n/e","n/e","10000","n/e","n/e"
"14.02.2016 08:00 - 14.02.2016 09:00","197","n/e","n/e","n/e","n/e","n/e","10845","n/e","n/e"
"14.02.2016 09:00 - 14.02.2016 10:00","808","n/e","n/e","n/e","n/e","n/e","11077","n/e","n/e"
"14.02.2016 10:00 - 14.02.2016 11:00","1470","n/e","n/e","n/e","n/e","n/e","12109","n/e","n/e"
"14.02.2016 11:00 - 14.02.2016 12:00","1940","n/e","n/e","n/e","n/e","n/e","12081","n/e","n/e"
"14.02.2016 12:00 - 14.02.2016 13:00","1828","n/e","n/e","n/e","n/e","n/e","12248","n/e","n/e"
"14.02.2016 13:00 - 14.02.2016 14:00","1916","n/e","n/e","n/e","n/e","n/e","13097","n/e","n/e"
"14.02.2016 14:00 - 14.02.2016 15:00","1771","n/e","n/e","n/e","n/e","n/e","12949","n/e","n/e"
"14.02.2016 15:00 - 14.02.2016 16:00","1471","n/e","n/e","n/e","n/e","n/e","12754","n/e","n/e"
"14.02.2016 16:00 - 14.02.2016 17:00","1178","n/e","n/e","n/e","n/e","n/e","12448","n/e","n/e"
"14.02.2016 17:00 - 14.02.2016 18:00","686","n/e","n/e","n/e","n/e","n/e","12287","n/e","n/e"
"14.02.2016 18:00 - 14.02.2016 19:00","210","n/e","n/e","n/e","n/e","n/e","12347","n/e","n/e"
"14.02.2016 19:00 - 14.02.2016 20:00","6","n/e","n/e","n/e","n/e","n/e","14210","n/e","n/e"
"14.02.2016 20:00 - 14.02.2016 21:00","2","n/e","n/e","n/e","n/e","n/e","14964","n/e","n/e"
"14.02.2016 21:00 - 14.02.2016 22:00","0","n/e","n/e","n/e","n/e","n/e","14439","n/e","n/e"
"14.02.2016 22:00 - 14.02.2016 23:00","6","n/e","n/e","n/e","n/e","n/e","14637","n/e","n/e"
"14.02.2016 23:00 - 15.02.2016 00:00","34","n/e","n/e","n/e","n/e","n/e","13770","n/e","n/e"
"15.02.2016 00:00 - 15.02.2016 01:00","19","n/e","n/e","n/e","n/e","n/e","13184","n/e","n/e"
"15.02.2016 01:00 - 15.02.2016 02:00","6","n/e","n/e","n/e","n/e","n/e","12348","n/e","n/e"
"15.02.2016 02:00 - 15.02.2016 03:00","2","n/e","n/e","n/e","n/e","n/e","11992","n/e","n/e"
"15.02.2016 03:00 - 15.02.2016 04:00","0","n/e","n/e","n/e","n/e","n/e","11621","n/e","n/e"
"15.02.2016 04:00 - 15.02.2016 05:00","1","n/e","n/e","n/e","n/e","n/e","11558","n/e","n/e"
"15.02.2016 05:00 - 15.02.2016 06:00","1","n/e","n/e","n/e","n/e","n/e","11794","n/e","n/e"
"15.02.2016 06:00 - 15.02.2016 07:00","1","n/e","n/e","n/e","n/e","n/e","12236","n/e","n/e"
"15.02.2016 07:00 - 15.02.2016 08:00","73","n/e","n/e","n/e","n/e","n/e","13299","n/e","n/e"
"15.02.2016 08:00 - 15.02.2016 09:00","276","n/e","n/e","n/e","n/e","n/e","13050","n/e","n/e"
"15.02.2016 09:00 - 15.02.2016 10:00","1112","n/e","n/e","n/e","n/e","n/e","13034","n/e","n/e"
"15.02.2016 10:00 - 15.02.2016 11:00","2113","n/e","n/e","n/e","n/e","n/e","13667","n/e","n/e"
"15.02.2016 11:00 - 15.02.2016 12:00","3190","n/e","n/e","n/e","n/e","n/e","14552","n/e","n/e"
"15.02.2016 12:00 - 15.02.2016 13:00","3433","n/e","n/e","n/e","n/e","n/e","14947","n/e","n/e"
"15.02.2016 13:00 - 15.02.2016 14:00","3411","n/e","n/e","n/e","n/e","n/e","15239","n/e","n/e"
"15.02.2016 14:00 - 15.02.2016 15:00","3154","n/e","n/e","n/e","n/e","n/e","14893","n/e","n/e"
"15.02.2016 15:00 - 15.02.2016 16:00","2510","n/e","n/e","n/e","n/e","n/e","14796","n/e","n/e"
"15.02.2016 16:00 - 15.02.2016 17:00","2361","n/e","n/e","n/e","n/e","n/e","14626","n/e","n/e"
"15.02.2016 17:00 - 15.02.2016 18:00","1591","n/e","n/e","n/e","n/e","n/e","14453","n/e","n/e"
"15.02.2016 18:00 - 15.02.2016 19:00","431","n/e","n/e","n/e","n/e","n/e","14595","n/e","n/e"
"15.02.2016 19:00 - 15.02.2016 20:00","152","n/e","n/e","n/e","n/e","n/e","13935","n/e","n/e"
"15.02.2016 20:00 - 15.02.2016 21:00","134","n/e","n/e","n/e","n/e","n/e","13782","n/e","n/e"
"15.02.2016 21:00 - 15.02.2016 22:00","96","n/e","n/e","n/e","n/e","n/e","13900","n/e","n/e"
"15.02.2016 22:00 - 15.02.2016 23:00","22","n/e","n/e","n/e","n/e","n/e","14145","n/e","n/e"
"15.02.2016 23:00 - 16.02.2016 00:00","21","n/e","n/e","n/e","n/e","n/e","13901","n/e","n/e"
"16.02.2016 00:00 - 16.02.2016 01:00","26","n/e","n/e","n/e","n/e","n/e","14020","n/e","n/e"
"16.02.2016 01:00 - 16.02.2016 02:00","26","n/e","n/e","n/e","n/e","n/e","12991","n/e","n/e"
"16.02.2016 02:00 - 16.02.2016 03:00","9","n/e","n/e","n/e","n/e","n/e","11891","n/e","n/e"
"16.02.2016 03:00 - 16.02.2016 04:00","4","n/e","n/e","n/e","n/e","n/e","11393","n/e","n/e"
"16.02.2016 04:00 - 16.02.2016 05:00","1","n/e","n/e","n/e","n/e","n/e","11009","n/e","n/e"
"16.02.2016 05:00 - 16.02.2016 06:00","4","n/e","n/e","n/e","n/e","n/e","10544","n/e","n/e"
"16.02.2016 06:00 - 16.02.2016 07:00","4","n/e","n/e","n/e","n/e","n/e","10838","n/e","n/e"
"16.02.2016 07:00 - 16.02.2016 08:00","90","n/e","n/e","n/e","n/e","n/e","10544","n/e","n/e"
"16.02.2016 08:00 - 16.02.2016 09:00","398","n/e","n/e","n/e","n/e","n/e","10622","n/e","n/e"
"16.02.2016 09:00 - 16.02.2016 10:00","1426","n/e","n/e","n/e","n/e","n/e","10269","n/e","n/e"
"16.02.2016 10:00 - 16.02.2016 11:00","2682","n/e","n/e","n/e","n/e","n/e","9852","n/e","n/e"
"16.02.2016 11:00 - 16.02.2016 12:00","4201","n/e","n/e","n/e","n/e","n/e","10300","n/e","n/e"
"16.02.2016 12:00 - 16.02.2016 13:00","4757","n/e","n/e","n/e","n/e","n/e","10176","n/e","n/e"
"16.02.2016 13:00 - 16.02.2016 14:00","4790","n/e","n/e","n/e","n/e","n/e","9555","n/e","n/e"
"16.02.2016 14:00 - 16.02.2016 15:00","4518","n/e","n/e","n/e","n/e","n/e","8887","n/e","n/e"
"16.02.2016 15:00 - 16.02.2016 16:00","4137","n/e","n/e","n/e","n/e","n/e","8664","n/e","n/e"
"16.02.2016 16:00 - 16.02.2016 17:00","3507","n/e","n/e","n/e","n/e","n/e","8714","n/e","n/e"
"16.02.2016 17:00 - 16.02.2016 18:00","2516","n/e","n/e","n/e","n/e","n/e","8410","n/e","n/e"
"16.02.2016 18:00 - 16.02.2016 19:00","1117","n/e","n/e","n/e","n/e","n/e","7866","n/e","n/e"
"16.02.2016 19:00 - 16.02.2016 20:00","425","n/e","n/e","n/e","n/e","n/e","7259","n/e","n/e"
"16.02.2016 20:00 - 16.02.2016 21:00","326","n/e","n/e","n/e","n/e","n/e","7025","n/e","n/e"
"16.02.2016 21:00 - 16.02.2016 22:00","221","n/e","n/e","n/e","n/e","n/e","6289","n/e","n/e"
"16.02.2016 22:00 - 16.02.2016 23:00","210","n/e","n/e","n/e","n/e","n/e","5374","n/e","n/e"
"16.02.2016 23:00 - 17.02.2016 00:00","214","n/e","n/e","n/e","n/e","n/e","4948","n/e","n/e"
"17.02.2016 00:00 - 17.02.2016 01:00","177","n/e","n/e","n/e","n/e","n/e","4442","n/e","n/e"
"17.02.2016 01:00 - 17.02.2016 02:00","132","n/e","n/e","n/e","n/e","n/e","4185","n/e","n/e"
"17.02.2016 02:00 - 17.02.2016 03:00","86","n/e","n/e","n/e","n/e","n/e","4113","n/e","n/e"
"17.02.2016 03:00 - 17.02.2016 04:00","34","n/e","n/e","n/e","n/e","n/e","3870","n/e","n/e"
"17.02.2016 04:00 - 17.02.2016 05:00","15","n/e","n/e","n/e","n/e","n/e","4229","n/e","n/e"
"17.02.2016 05:00 - 17.02.2016 06:00","11","n/e","n/e","n/e","n/e","n/e","4257","n/e","n/e"
"17.02.2016 06:00 - 17.02.2016 07:00","11","n/e","n/e","n/e","n/e","n/e","4321","n/e","n/e"
"17.02.2016 07:00 - 17.02.2016 08:00","88","n/e","n/e","n/e","n/e","n/e","4661","n/e","n/e"
"17.02.2016 08:00 - 17.02.2016 09:00","370","n/e","n/e","n/e","n/e","n/e","4965","n/e","n/e"
"17.02.2016 09:00 - 17.02.2016 10:00","1400","n/e","n/e","n/e","n/e","n/e","5007","n/e","n/e"
"17.02.2016 10:00 - 17.02.2016 11:00","2883","n/e","n/e","n/e","n/e","n/e","5128","n/e","n/e"
"17.02.2016 11:00 - 17.02.2016 12:00","4603","n/e","n/e","n/e","n/e","n/e","5723","n/e","n/e"
"17.02.2016 12:00 - 17.02.2016 13:00","4925","n/e","n/e","n/e","n/e","n/e","6624","n/e","n/e"
"17.02.2016 13:00 - 17.02.2016 14:00","4941","n/e","n/e","n/e","n/e","n/e","7346","n/e","n/e"
"17.02.2016 14:00 - 17.02.2016 15:00","4527","n/e","n/e","n/e","n/e","n/e","7660","n/e","n/e"
"17.02.2016 15:00 - 17.02.2016 16:00","3892","n/e","n/e","n/e","n/e","n/e","7991","n/e","n/e"
"17.02.2016 16:00 - 17.02.2016 17:00","3096","n/e","n/e","n/e","n/e","n/e","7818","n/e","n/e"
"17.02.2016 17:00 - 17.02.2016 18:00","2167","n/e","n/e","n/e","n/e","n/e","7377","n/e","n/e"
"17.02.2016 18:00 - 17.02.2016 19:00","856","n/e","n/e","n/e","n/e","n/e","6947","n/e","n/e"
"17.02.2016 19:00 - 17.02.2016 20:00","266","n/e","n/e","n/e","n/e","n/e","6609","n/e","n/e"
"17.02.2016 20:00 - 17.02.2016 21:00","181","n/e","n/e","n/e","n/e","n/e","6168","n/e","n/e"
"17.02.2016 21:00 - 17.02.2016 22:00","116","n/e","n/e","n/e","n/e","n/e","6062","n/e","n/e"
"17.02.2016 22:00 - 17.02.2016 23:00","185","n/e","n/e","n/e","n/e","n/e","6088","n/e","n/e"
"17.02.2016 23:00 - 18.02.2016 00:00","147","n/e","n/e","n/e","n/e","n/e","5891","n/e","n/e"
"18.02.2016 00:00 - 18.02.2016 01:00","102","n/e","n/e","n/e","n/e","n/e","5828","n/e","n/e"
"18.02.2016 01:00 - 18.02.2016 02:00","63","n/e","n/e","n/e","n/e","n/e","5831","n/e","n/e"
"18.02.2016 02:00 - 18.02.2016 03:00","33","n/e","n/e","n/e","n/e","n/e","5649","n/e","n/e"
"18.02.2016 03:00 - 18.02.2016 04:00","12","n/e","n/e","n/e","n/e","n/e","5340","n/e","n/e"
"18.02.2016 04:00 - 18.02.2016 05:00","1","n/e","n/e","n/e","n/e","n/e","4975","n/e","n/e"
"18.02.2016 05:00 - 18.02.2016 06:00","1","n/e","n/e","n/e","n/e","n/e","4511","n/e","n/e"
"18.02.2016 06:00 - 18.02.2016 07:00","2","n/e","n/e","n/e","n/e","n/e","4180","n/e","n/e"
"18.02.2016 07:00 - 18.02.2016 08:00","14","n/e","n/e","n/e","n/e","n/e","3604","n/e","n/e"
"18.02.2016 08:00 - 18.02.2016 09:00","140","n/e","n/e","n/e","n/e","n/e","3046","n/e","n/e"
"18.02.2016 09:00 - 18.02.2016 10:00","635","n/e","n/e","n/e","n/e","n/e","2759","n/e","n/e"
"18.02.2016 10:00 - 18.02.2016 11:00","1341","n/e","n/e","n/e","n/e","n/e","2518","n/e","n/e"
"18.02.2016 11:00 - 18.02.2016 12:00","1834","n/e","n/e","n/e","n/e","n/e","2891","n/e","n/e"
"18.02.2016 12:00 - 18.02.2016 13:00","1939","n/e","n/e","n/e","n/e","n/e","3032","n/e","n/e"
"18.02.2016 13:00 - 18.02.2016 14:00","1882","n/e","n/e","n/e","n/e","n/e","3044","n/e","n/e"
"18.02.2016 14:00 - 18.02.2016 15:00","1758","n/e","n/e","n/e","n/e","n/e","3302","n/e","n/e"
"18.02.2016 15:00 - 18.02.2016 16:00","1515","n/e","n/e","n/e","n/e","n/e","3647","n/e","n/e"
"18.02.2016 16:00 - 18.02.2016 17:00","1214","n/e","n/e","n/e","n/e","n/e","3749","n/e","n/e"
"18.02.2016 17:00 - 18.02.2016 18:00","782","n/e","n/e","n/e","n/e","n/e","3903","n/e","n/e"
"18.02.2016 18:00 - 18.02.2016 19:00","290","n/e","n/e","n/e","n/e","n/e","3671","n/e","n/e"
"18.02.2016 19:00 - 18.02.2016 20:00","55","n/e","n/e","n/e","n/e","n/e","3822","n/e","n/e"
"18.02.2016 20:00 - 18.02.2016 21:00","19","n/e","n/e","n/e","n/e","n/e","4138","n/e","n/e"
"18.02.2016 21:00 - 18.02.2016 22:00","12","n/e","n/e","n/e","n/e","n/e","4451","n/e","n/e"
"18.02.2016 22:00 - 18.02.2016 23:00","8","n/e","n/e","n/e","n/e","n/e","4475","n/e","n/e"
"18.02.2016 23:00 - 19.02.2016 00:00","15","n/e","n/e","n/e","n/e","n/e","4632","n/e","n/e"
"19.02.2016 00:00 - 19.02.2016 01:00","12","n/e","n/e","n/e","n/e","n/e","4570","n/e","n/e"
"19.02.2016 01:00 - 19.02.2016 02:00","3","n/e","n/e","n/e","n/e","n/e","4365","n/e","n/e"
"19.02.2016 02:00 - 19.02.2016 03:00","4","n/e","n/e","n/e","n/e","n/e","4175","n/e","n/e"
"19.02.2016 03:00 - 19.02.2016 04:00","7","n/e","n/e","n/e","n/e","n/e","4209","n/e","n/e"
"19.02.2016 04:00 - 19.02.2016 05:00","7","n/e","n/e","n/e","n/e","n/e","4018","n/e","n/e"
"19.02.2016 05:00 - 19.02.2016 06:00","8","n/e","n/e","n/e","n/e","n/e","3689","n/e","n/e"
"19.02.2016 06:00 - 19.02.2016 07:00","7","n/e","n/e","n/e","n/e","n/e","3798","n/e","n/e"
"19.02.2016 07:00 - 19.02.2016 08:00","43","n/e","n/e","n/e","n/e","n/e","3686","n/e","n/e"
"19.02.2016 08:00 - 19.02.2016 09:00","260","n/e","n/e","n/e","n/e","n/e","3611","n/e","n/e"
"19.02.2016 09:00 - 19.02.2016 10:00","1061","n/e","n/e","n/e","n/e","n/e","3225","n/e","n/e"
"19.02.2016 10:00 - 19.02.2016 11:00","2073","n/e","n/e","n/e","n/e","n/e","2879","n/e","n/e"
"19.02.2016 11:00 - 19.02.2016 12:00","3058","n/e","n/e","n/e","n/e","n/e","2740","n/e","n/e"
"19.02.2016 12:00 - 19.02.2016 13:00","3450","n/e","n/e","n/e","n/e","n/e","2558","n/e","n/e"
"19.02.2016 13:00 - 19.02.2016 14:00","3464","n/e","n/e","n/e","n/e","n/e","2400","n/e","n/e"
"19.02.2016 14:00 - 19.02.2016 15:00","3253","n/e","n/e","n/e","n/e","n/e","2257","n/e","n/e"
"19.02.2016 15:00 - 19.02.2016 16:00","2892","n/e","n/e","n/e","n/e","n/e","2355","n/e","n/e"
"19.02.2016 16:00 - 19.02.2016 17:00","2317","n/e","n/e","n/e","n/e","n/e","2277","n/e","n/e"
"19.02.2016 17:00 - 19.02.2016 18:00","1568","n/e","n/e","n/e","n/e","n/e","2023","n/e","n/e"
"19.02.2016 18:00 - 19.02.2016 19:00","693","n/e","n/e","n/e","n/e","n/e","1883","n/e","n/e"
"19.02.2016 19:00 - 19.02.2016 20:00","244","n/e","n/e","n/e","n/e","n/e","2100","n/e","n/e"
"19.02.2016 20:00 - 19.02.2016 21:00","194","n/e","n/e","n/e","n/e","n/e","2632","n/e","n/e"
"19.02.2016 21:00 - 19.02.2016 22:00","154","n/e","n/e","n/e","n/e","n/e","2959","n/e","n/e"
"19.02.2016 22:00 - 19.02.2016 23:00","123","n/e","n/e","n/e","n/e","n/e","3083","n/e","n/e"
"19.02.2016 23:00 - 20.02.2016 00:00","81","n/e","n/e","n/e","n/e","n/e","3078","n/e","n/e"
"20.02.2016 00:00 - 20.02.2016 01:00","75","n/e","n/e","n/e","n/e","n/e","3132","n/e","n/e"
"20.02.2016 01:00 - 20.02.2016 02:00","56","n/e","n/e","n/e","n/e","n/e","3354","n/e","n/e"
"20.02.2016 02:00 - 20.02.2016 03:00","36","n/e","n/e","n/e","n/e","n/e","3311","n/e","n/e"
"20.02.2016 03:00 - 20.02.2016 04:00","22","n/e","n/e","n/e","n/e","n/e","3413","n/e","n/e"
"20.02.2016 04:00 - 20.02.2016 05:00","4","n/e","n/e","n/e","n/e","n/e","3436","n/e","n/e"
"20.02.2016 05:00 - 20.02.2016 06:00","2","n/e","n/e","n/e","n/e","n/e","3064","n/e","n/e"
"20.02.2016 06:00 - 20.02.2016 07:00","0","n/e","n/e","n/e","n/e","n/e","2802","n/e","n/e"
"20.02.2016 07:00 - 20.02.2016 08:00","61","n/e","n/e","n/e","n/e","n/e","2613","n/e","n/e"
"20.02.2016 08:00 - 20.02.2016 09:00","383","n/e","n/e","n/e","n/e","n/e","2542","n/e","n/e"
"20.02.2016 09:00 - 20.02.2016 10:00","1383","n/e","n/e","n/e","n/e","n/e","2592","n/e","n/e"
"20.02.2016 10:00 - 20.02.2016 11:00","2587","n/e","n/e","n/e","n/e","n/e","2356","n/e","n/e"
"20.02.2016 11:00 - 20.02.2016 12:00","4105","n/e","n/e","n/e","n/e","n/e","2250","n/e","n/e"
"20.02.2016 12:00 - 20.02.2016 13:00","4598","n/e","n/e","n/e","n/e","n/e","2531","n/e","n/e"
"20.02.2016 13:00 - 20.02.2016 14:00","4616","n/e","n/e","n/e","n/e","n/e","2877","n/e","n/e"
"20.02.2016 14:00 - 20.02.2016 15:00","4467","n/e","n/e","n/e","n/e","n/e","3077","n/e","n/e"
"20.02.2016 15:00 - 20.02.2016 16:00","4170","n/e","n/e","n/e","n/e","n/e","3141","n/e","n/e"
"20.02.2016 16:00 - 20.02.2016 17:00","3595","n/e","n/e","n/e","n/e","n/e","3428","n/e","n/e"
"20.02.2016 17:00 - 20.02.2016 18:00","2672","n/e","n/e","n/e","n/e","n/e","3603","n/e","n/e"
"20.02.2016 18:00 - 20.02.2016 19:00","1189","n/e","n/e","n/e","n/e","n/e","3611","n/e","n/e"
"20.02.2016 19:00 - 20.02.2016 20:00","446","n/e","n/e","n/e","n/e","n/e","4002","n/e","n/e"
"20.02.2016 20:00 - 20.02.2016 21:00","321","n/e","n/e","n/e","n/e","n/e","4077","n/e","n/e"
"20.02.2016 21:00 - 20.02.2016 22:00","236","n/e","n/e","n/e","n/e","n/e","4726","n/e","n/e"
"20.02.2016 22:00 - 20.02.2016 23:00","163","n/e","n/e","n/e","n/e","n/e","5060","n/e","n/e"
"20.02.2016 23:00 - 21.02.2016 00:00","202","n/e","n/e","n/e","n/e","n/e","5058","n/e","n/e"
"21.02.2016 00:00 - 21.02.2016 01:00","112","n/e","n/e","n/e","n/e","n/e","4970","n/e","n/e"
"21.02.2016 01:00 - 21.02.2016 02:00","45","n/e","n/e","n/e","n/e","n/e","4959","n/e","n/e"
"21.02.2016 02:00 - 21.02.2016 03:00","17","n/e","n/e","n/e","n/e","n/e","5527","n/e","n/e"
"21.02.2016 03:00 - 21.02.2016 04:00","19","n/e","n/e","n/e","n/e","n/e","5666","n/e","n/e"
"21.02.2016 04:00 - 21.02.2016 05:00","10","n/e","n/e","n/e","n/e","n/e","5526","n/e","n/e"
"21.02.2016 05:00 - 21.02.2016 06:00","1","n/e","n/e","n/e","n/e","n/e","4859","n/e","n/e"
"21.02.2016 06:00 - 21.02.2016 07:00","2","n/e","n/e","n/e","n/e","n/e","5429","n/e","n/e"
"21.02.2016 07:00 - 21.02.2016 08:00","68","n/e","n/e","n/e","n/e","n/e","6339","n/e","n/e"
"21.02.2016 08:00 - 21.02.2016 09:00","391","n/e","n/e","n/e","n/e","n/e","5663","n/e","n/e"
"21.02.2016 09:00 - 21.02.2016 10:00","1381","n/e","n/e","n/e","n/e","n/e","5401","n/e","n/e"
"21.02.2016 10:00 - 21.02.2016 11:00","2658","n/e","n/e","n/e","n/e","n/e","5534","n/e","n/e"
"21.02.2016 11:00 - 21.02.2016 12:00","3848","n/e","n/e","n/e","n/e","n/e","5246","n/e","n/e"
"21.02.2016 12:00 - 21.02.2016 13:00","4143","n/e","n/e","n/e","n/e","n/e","5174","n/e","n/e"
"21.02.2016 13:00 - 21.02.2016 14:00","4058","n/e","n/e","n/e","n/e","n/e","5214","n/e","n/e"
"21.02.2016 14:00 - 21.02.2016 15:00","3873","n/e","n/e","n/e","n/e","n/e","5204","n/e","n/e"
