"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|ES","Generation - Solar  [MW] Intraday / BZN|ES","Generation - Solar  [MW] Current / BZN|ES","Generation - Wind Offshore  [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore  [MW] Intraday / BZN|ES","Generation - Wind Offshore  [MW] Current / BZN|ES","Generation - Wind Onshore  [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore  [MW] Intraday / BZN|ES","Generation - Wind Onshore  [MW] Current / BZN|ES"
"02.01.2016 15:00 - 02.01.2016 16:00","1496","n/e","n/e","n/e","n/e","n/e","10907","n/e","n/e"
"02.01.2016 16:00 - 02.01.2016 17:00","1005","n/e","n/e","n/e","n/e","n/e","10087","n/e","n/e"
"02.01.2016 17:00 - 02.01.2016 18:00","390","n/e","n/e","n/e","n/e","n/e","8996","n/e","n/e"
"02.01.2016 18:00 - 02.01.2016 19:00","106","n/e","n/e","n/e","n/e","n/e","8201","n/e","n/e"
"02.01.2016 19:00 - 02.01.2016 20:00","38","n/e","n/e","n/e","n/e","n/e","8072","n/e","n/e"
"02.01.2016 20:00 - 02.01.2016 21:00","0","n/e","n/e","n/e","n/e","n/e","7806","n/e","n/e"
"02.01.2016 21:00 - 02.01.2016 22:00","17","n/e","n/e","n/e","n/e","n/e","7207","n/e","n/e"
"02.01.2016 22:00 - 02.01.2016 23:00","7","n/e","n/e","n/e","n/e","n/e","7093","n/e","n/e"
"02.01.2016 23:00 - 03.01.2016 00:00","0","n/e","n/e","n/e","n/e","n/e","7365","n/e","n/e"
"03.01.2016 00:00 - 03.01.2016 01:00","0","n/e","n/e","n/e","n/e","n/e","8300","n/e","n/e"
"03.01.2016 01:00 - 03.01.2016 02:00","1","n/e","n/e","n/e","n/e","n/e","9563","n/e","n/e"
"03.01.2016 02:00 - 03.01.2016 03:00","1","n/e","n/e","n/e","n/e","n/e","10227","n/e","n/e"
"03.01.2016 03:00 - 03.01.2016 04:00","1","n/e","n/e","n/e","n/e","n/e","10392","n/e","n/e"
"03.01.2016 04:00 - 03.01.2016 05:00","1","n/e","n/e","n/e","n/e","n/e","10640","n/e","n/e"
"03.01.2016 05:00 - 03.01.2016 06:00","1","n/e","n/e","n/e","n/e","n/e","10652","n/e","n/e"
"03.01.2016 06:00 - 03.01.2016 07:00","1","n/e","n/e","n/e","n/e","n/e","10719","n/e","n/e"
"03.01.2016 07:00 - 03.01.2016 08:00","4","n/e","n/e","n/e","n/e","n/e","11116","n/e","n/e"
"03.01.2016 08:00 - 03.01.2016 09:00","29","n/e","n/e","n/e","n/e","n/e","11904","n/e","n/e"
"03.01.2016 09:00 - 03.01.2016 10:00","254","n/e","n/e","n/e","n/e","n/e","12532","n/e","n/e"
"03.01.2016 10:00 - 03.01.2016 11:00","565","n/e","n/e","n/e","n/e","n/e","12884","n/e","n/e"
"03.01.2016 11:00 - 03.01.2016 12:00","739","n/e","n/e","n/e","n/e","n/e","12889","n/e","n/e"
"03.01.2016 12:00 - 03.01.2016 13:00","884","n/e","n/e","n/e","n/e","n/e","13672","n/e","n/e"
"03.01.2016 13:00 - 03.01.2016 14:00","884","n/e","n/e","n/e","n/e","n/e","14329","n/e","n/e"
"03.01.2016 14:00 - 03.01.2016 15:00","769","n/e","n/e","n/e","n/e","n/e","14786","n/e","n/e"
"03.01.2016 15:00 - 03.01.2016 16:00","555","n/e","n/e","n/e","n/e","n/e","15220","n/e","n/e"
"03.01.2016 16:00 - 03.01.2016 17:00","325","n/e","n/e","n/e","n/e","n/e","15348","n/e","n/e"
"03.01.2016 17:00 - 03.01.2016 18:00","155","n/e","n/e","n/e","n/e","n/e","15333","n/e","n/e"
"03.01.2016 18:00 - 03.01.2016 19:00","20","n/e","n/e","n/e","n/e","n/e","15198","n/e","n/e"
"03.01.2016 19:00 - 03.01.2016 20:00","0","n/e","n/e","n/e","n/e","n/e","15379","n/e","n/e"
"03.01.2016 20:00 - 03.01.2016 21:00","0","n/e","n/e","n/e","n/e","n/e","15331","n/e","n/e"
"03.01.2016 21:00 - 03.01.2016 22:00","0","n/e","n/e","n/e","n/e","n/e","14963","n/e","n/e"
"03.01.2016 22:00 - 03.01.2016 23:00","0","n/e","n/e","n/e","n/e","n/e","14889","n/e","n/e"
"03.01.2016 23:00 - 04.01.2016 00:00","1","n/e","n/e","n/e","n/e","n/e","14988","n/e","n/e"
"04.01.2016 00:00 - 04.01.2016 01:00","0","n/e","n/e","n/e","n/e","n/e","14822","n/e","n/e"
"04.01.2016 01:00 - 04.01.2016 02:00","0","n/e","n/e","n/e","n/e","n/e","14312","n/e","n/e"
"04.01.2016 02:00 - 04.01.2016 03:00","0","n/e","n/e","n/e","n/e","n/e","13513","n/e","n/e"
"04.01.2016 03:00 - 04.01.2016 04:00","0","n/e","n/e","n/e","n/e","n/e","12963","n/e","n/e"
"04.01.2016 04:00 - 04.01.2016 05:00","1","n/e","n/e","n/e","n/e","n/e","12397","n/e","n/e"
"04.01.2016 05:00 - 04.01.2016 06:00","1","n/e","n/e","n/e","n/e","n/e","11704","n/e","n/e"
"04.01.2016 06:00 - 04.01.2016 07:00","1","n/e","n/e","n/e","n/e","n/e","11298","n/e","n/e"
"04.01.2016 07:00 - 04.01.2016 08:00","1","n/e","n/e","n/e","n/e","n/e","10854","n/e","n/e"
"04.01.2016 08:00 - 04.01.2016 09:00","22","n/e","n/e","n/e","n/e","n/e","10004","n/e","n/e"
"04.01.2016 09:00 - 04.01.2016 10:00","192","n/e","n/e","n/e","n/e","n/e","9529","n/e","n/e"
"04.01.2016 10:00 - 04.01.2016 11:00","444","n/e","n/e","n/e","n/e","n/e","9271","n/e","n/e"
"04.01.2016 11:00 - 04.01.2016 12:00","669","n/e","n/e","n/e","n/e","n/e","8743","n/e","n/e"
"04.01.2016 12:00 - 04.01.2016 13:00","809","n/e","n/e","n/e","n/e","n/e","9015","n/e","n/e"
"04.01.2016 13:00 - 04.01.2016 14:00","846","n/e","n/e","n/e","n/e","n/e","9423","n/e","n/e"
"04.01.2016 14:00 - 04.01.2016 15:00","820","n/e","n/e","n/e","n/e","n/e","9272","n/e","n/e"
"04.01.2016 15:00 - 04.01.2016 16:00","643","n/e","n/e","n/e","n/e","n/e","9516","n/e","n/e"
"04.01.2016 16:00 - 04.01.2016 17:00","430","n/e","n/e","n/e","n/e","n/e","9582","n/e","n/e"
"04.01.2016 17:00 - 04.01.2016 18:00","121","n/e","n/e","n/e","n/e","n/e","9492","n/e","n/e"
"04.01.2016 18:00 - 04.01.2016 19:00","15","n/e","n/e","n/e","n/e","n/e","10197","n/e","n/e"
"04.01.2016 19:00 - 04.01.2016 20:00","0","n/e","n/e","n/e","n/e","n/e","10502","n/e","n/e"
"04.01.2016 20:00 - 04.01.2016 21:00","0","n/e","n/e","n/e","n/e","n/e","10909","n/e","n/e"
"04.01.2016 21:00 - 04.01.2016 22:00","1","n/e","n/e","n/e","n/e","n/e","11022","n/e","n/e"
"04.01.2016 22:00 - 04.01.2016 23:00","1","n/e","n/e","n/e","n/e","n/e","11340","n/e","n/e"
"04.01.2016 23:00 - 05.01.2016 00:00","0","n/e","n/e","n/e","n/e","n/e","11755","n/e","n/e"
"05.01.2016 00:00 - 05.01.2016 01:00","1","n/e","n/e","n/e","n/e","n/e","12030","n/e","n/e"
"05.01.2016 01:00 - 05.01.2016 02:00","1","n/e","n/e","n/e","n/e","n/e","11999","n/e","n/e"
"05.01.2016 02:00 - 05.01.2016 03:00","1","n/e","n/e","n/e","n/e","n/e","11146","n/e","n/e"
"05.01.2016 03:00 - 05.01.2016 04:00","1","n/e","n/e","n/e","n/e","n/e","10737","n/e","n/e"
"05.01.2016 04:00 - 05.01.2016 05:00","1","n/e","n/e","n/e","n/e","n/e","9991","n/e","n/e"
"05.01.2016 05:00 - 05.01.2016 06:00","1","n/e","n/e","n/e","n/e","n/e","9790","n/e","n/e"
"05.01.2016 06:00 - 05.01.2016 07:00","1","n/e","n/e","n/e","n/e","n/e","9975","n/e","n/e"
"05.01.2016 07:00 - 05.01.2016 08:00","48","n/e","n/e","n/e","n/e","n/e","9870","n/e","n/e"
"05.01.2016 08:00 - 05.01.2016 09:00","70","n/e","n/e","n/e","n/e","n/e","10060","n/e","n/e"
"05.01.2016 09:00 - 05.01.2016 10:00","427","n/e","n/e","n/e","n/e","n/e","11012","n/e","n/e"
"05.01.2016 10:00 - 05.01.2016 11:00","1024","n/e","n/e","n/e","n/e","n/e","11264","n/e","n/e"
"05.01.2016 11:00 - 05.01.2016 12:00","1477","n/e","n/e","n/e","n/e","n/e","12023","n/e","n/e"
"05.01.2016 12:00 - 05.01.2016 13:00","1993","n/e","n/e","n/e","n/e","n/e","13479","n/e","n/e"
"05.01.2016 13:00 - 05.01.2016 14:00","2138","n/e","n/e","n/e","n/e","n/e","13664","n/e","n/e"
"05.01.2016 14:00 - 05.01.2016 15:00","2159","n/e","n/e","n/e","n/e","n/e","14145","n/e","n/e"
"05.01.2016 15:00 - 05.01.2016 16:00","1663","n/e","n/e","n/e","n/e","n/e","14217","n/e","n/e"
"05.01.2016 16:00 - 05.01.2016 17:00","1070","n/e","n/e","n/e","n/e","n/e","14076","n/e","n/e"
"05.01.2016 17:00 - 05.01.2016 18:00","373","n/e","n/e","n/e","n/e","n/e","13792","n/e","n/e"
"05.01.2016 18:00 - 05.01.2016 19:00","95","n/e","n/e","n/e","n/e","n/e","12971","n/e","n/e"
"05.01.2016 19:00 - 05.01.2016 20:00","11","n/e","n/e","n/e","n/e","n/e","12589","n/e","n/e"
"05.01.2016 20:00 - 05.01.2016 21:00","4","n/e","n/e","n/e","n/e","n/e","13084","n/e","n/e"
"05.01.2016 21:00 - 05.01.2016 22:00","3","n/e","n/e","n/e","n/e","n/e","13452","n/e","n/e"
"05.01.2016 22:00 - 05.01.2016 23:00","3","n/e","n/e","n/e","n/e","n/e","13235","n/e","n/e"
"05.01.2016 23:00 - 06.01.2016 00:00","1","n/e","n/e","n/e","n/e","n/e","13307","n/e","n/e"
"06.01.2016 00:00 - 06.01.2016 01:00","1","n/e","n/e","n/e","n/e","n/e","13426","n/e","n/e"
"06.01.2016 01:00 - 06.01.2016 02:00","1","n/e","n/e","n/e","n/e","n/e","13282","n/e","n/e"
"06.01.2016 02:00 - 06.01.2016 03:00","2","n/e","n/e","n/e","n/e","n/e","13320","n/e","n/e"
"06.01.2016 03:00 - 06.01.2016 04:00","2","n/e","n/e","n/e","n/e","n/e","13119","n/e","n/e"
"06.01.2016 04:00 - 06.01.2016 05:00","0","n/e","n/e","n/e","n/e","n/e","13061","n/e","n/e"
"06.01.2016 05:00 - 06.01.2016 06:00","2","n/e","n/e","n/e","n/e","n/e","13129","n/e","n/e"
"06.01.2016 06:00 - 06.01.2016 07:00","10","n/e","n/e","n/e","n/e","n/e","13378","n/e","n/e"
"06.01.2016 07:00 - 06.01.2016 08:00","23","n/e","n/e","n/e","n/e","n/e","13584","n/e","n/e"
"06.01.2016 08:00 - 06.01.2016 09:00","66","n/e","n/e","n/e","n/e","n/e","13758","n/e","n/e"
"06.01.2016 09:00 - 06.01.2016 10:00","454","n/e","n/e","n/e","n/e","n/e","13658","n/e","n/e"
"06.01.2016 10:00 - 06.01.2016 11:00","1091","n/e","n/e","n/e","n/e","n/e","13550","n/e","n/e"
"06.01.2016 11:00 - 06.01.2016 12:00","1534","n/e","n/e","n/e","n/e","n/e","14016","n/e","n/e"
"06.01.2016 12:00 - 06.01.2016 13:00","1842","n/e","n/e","n/e","n/e","n/e","14752","n/e","n/e"
"06.01.2016 13:00 - 06.01.2016 14:00","1684","n/e","n/e","n/e","n/e","n/e","15280","n/e","n/e"
"06.01.2016 14:00 - 06.01.2016 15:00","1476","n/e","n/e","n/e","n/e","n/e","15177","n/e","n/e"
"06.01.2016 15:00 - 06.01.2016 16:00","1063","n/e","n/e","n/e","n/e","n/e","14983","n/e","n/e"
"06.01.2016 16:00 - 06.01.2016 17:00","681","n/e","n/e","n/e","n/e","n/e","14526","n/e","n/e"
"06.01.2016 17:00 - 06.01.2016 18:00","204","n/e","n/e","n/e","n/e","n/e","14101","n/e","n/e"
"06.01.2016 18:00 - 06.01.2016 19:00","31","n/e","n/e","n/e","n/e","n/e","13693","n/e","n/e"
"06.01.2016 19:00 - 06.01.2016 20:00","5","n/e","n/e","n/e","n/e","n/e","13840","n/e","n/e"
"06.01.2016 20:00 - 06.01.2016 21:00","0","n/e","n/e","n/e","n/e","n/e","14117","n/e","n/e"
"06.01.2016 21:00 - 06.01.2016 22:00","0","n/e","n/e","n/e","n/e","n/e","14020","n/e","n/e"
"06.01.2016 22:00 - 06.01.2016 23:00","0","n/e","n/e","n/e","n/e","n/e","14165","n/e","n/e"
"06.01.2016 23:00 - 07.01.2016 00:00","0","n/e","n/e","n/e","n/e","n/e","14072","n/e","n/e"
"07.01.2016 00:00 - 07.01.2016 01:00","0","n/e","n/e","n/e","n/e","n/e","14016","n/e","n/e"
"07.01.2016 01:00 - 07.01.2016 02:00","0","n/e","n/e","n/e","n/e","n/e","13644","n/e","n/e"
"07.01.2016 02:00 - 07.01.2016 03:00","0","n/e","n/e","n/e","n/e","n/e","12964","n/e","n/e"
"07.01.2016 03:00 - 07.01.2016 04:00","1","n/e","n/e","n/e","n/e","n/e","12230","n/e","n/e"
"07.01.2016 04:00 - 07.01.2016 05:00","0","n/e","n/e","n/e","n/e","n/e","11912","n/e","n/e"
"07.01.2016 05:00 - 07.01.2016 06:00","0","n/e","n/e","n/e","n/e","n/e","12617","n/e","n/e"
"07.01.2016 06:00 - 07.01.2016 07:00","0","n/e","n/e","n/e","n/e","n/e","13607","n/e","n/e"
"07.01.2016 07:00 - 07.01.2016 08:00","1","n/e","n/e","n/e","n/e","n/e","13833","n/e","n/e"
"07.01.2016 08:00 - 07.01.2016 09:00","27","n/e","n/e","n/e","n/e","n/e","14320","n/e","n/e"
"07.01.2016 09:00 - 07.01.2016 10:00","225","n/e","n/e","n/e","n/e","n/e","14422","n/e","n/e"
"07.01.2016 10:00 - 07.01.2016 11:00","503","n/e","n/e","n/e","n/e","n/e","14308","n/e","n/e"
"07.01.2016 11:00 - 07.01.2016 12:00","739","n/e","n/e","n/e","n/e","n/e","14334","n/e","n/e"
"07.01.2016 12:00 - 07.01.2016 13:00","953","n/e","n/e","n/e","n/e","n/e","14256","n/e","n/e"
"07.01.2016 13:00 - 07.01.2016 14:00","1096","n/e","n/e","n/e","n/e","n/e","14175","n/e","n/e"
"07.01.2016 14:00 - 07.01.2016 15:00","1069","n/e","n/e","n/e","n/e","n/e","13942","n/e","n/e"
"07.01.2016 15:00 - 07.01.2016 16:00","909","n/e","n/e","n/e","n/e","n/e","13810","n/e","n/e"
"07.01.2016 16:00 - 07.01.2016 17:00","594","n/e","n/e","n/e","n/e","n/e","13419","n/e","n/e"
"07.01.2016 17:00 - 07.01.2016 18:00","201","n/e","n/e","n/e","n/e","n/e","13357","n/e","n/e"
"07.01.2016 18:00 - 07.01.2016 19:00","38","n/e","n/e","n/e","n/e","n/e","13279","n/e","n/e"
"07.01.2016 19:00 - 07.01.2016 20:00","9","n/e","n/e","n/e","n/e","n/e","13389","n/e","n/e"
"07.01.2016 20:00 - 07.01.2016 21:00","0","n/e","n/e","n/e","n/e","n/e","13828","n/e","n/e"
"07.01.2016 21:00 - 07.01.2016 22:00","0","n/e","n/e","n/e","n/e","n/e","13728","n/e","n/e"
"07.01.2016 22:00 - 07.01.2016 23:00","0","n/e","n/e","n/e","n/e","n/e","13833","n/e","n/e"
"07.01.2016 23:00 - 08.01.2016 00:00","2","n/e","n/e","n/e","n/e","n/e","13696","n/e","n/e"
"08.01.2016 00:00 - 08.01.2016 01:00","1","n/e","n/e","n/e","n/e","n/e","13131","n/e","n/e"
"08.01.2016 01:00 - 08.01.2016 02:00","1","n/e","n/e","n/e","n/e","n/e","12879","n/e","n/e"
"08.01.2016 02:00 - 08.01.2016 03:00","1","n/e","n/e","n/e","n/e","n/e","12978","n/e","n/e"
"08.01.2016 03:00 - 08.01.2016 04:00","1","n/e","n/e","n/e","n/e","n/e","12414","n/e","n/e"
"08.01.2016 04:00 - 08.01.2016 05:00","1","n/e","n/e","n/e","n/e","n/e","11520","n/e","n/e"
"08.01.2016 05:00 - 08.01.2016 06:00","1","n/e","n/e","n/e","n/e","n/e","10821","n/e","n/e"
"08.01.2016 06:00 - 08.01.2016 07:00","1","n/e","n/e","n/e","n/e","n/e","10443","n/e","n/e"
"08.01.2016 07:00 - 08.01.2016 08:00","5","n/e","n/e","n/e","n/e","n/e","10439","n/e","n/e"
"08.01.2016 08:00 - 08.01.2016 09:00","41","n/e","n/e","n/e","n/e","n/e","9797","n/e","n/e"
"08.01.2016 09:00 - 08.01.2016 10:00","354","n/e","n/e","n/e","n/e","n/e","10175","n/e","n/e"
"08.01.2016 10:00 - 08.01.2016 11:00","860","n/e","n/e","n/e","n/e","n/e","10400","n/e","n/e"
"08.01.2016 11:00 - 08.01.2016 12:00","1353","n/e","n/e","n/e","n/e","n/e","10660","n/e","n/e"
"08.01.2016 12:00 - 08.01.2016 13:00","1643","n/e","n/e","n/e","n/e","n/e","10818","n/e","n/e"
"08.01.2016 13:00 - 08.01.2016 14:00","1687","n/e","n/e","n/e","n/e","n/e","11255","n/e","n/e"
"08.01.2016 14:00 - 08.01.2016 15:00","1524","n/e","n/e","n/e","n/e","n/e","12448","n/e","n/e"
"08.01.2016 15:00 - 08.01.2016 16:00","1161","n/e","n/e","n/e","n/e","n/e","12413","n/e","n/e"
"08.01.2016 16:00 - 08.01.2016 17:00","662","n/e","n/e","n/e","n/e","n/e","11548","n/e","n/e"
"08.01.2016 17:00 - 08.01.2016 18:00","174","n/e","n/e","n/e","n/e","n/e","10655","n/e","n/e"
"08.01.2016 18:00 - 08.01.2016 19:00","43","n/e","n/e","n/e","n/e","n/e","10210","n/e","n/e"
"08.01.2016 19:00 - 08.01.2016 20:00","7","n/e","n/e","n/e","n/e","n/e","9841","n/e","n/e"
"08.01.2016 20:00 - 08.01.2016 21:00","2","n/e","n/e","n/e","n/e","n/e","9460","n/e","n/e"
"08.01.2016 21:00 - 08.01.2016 22:00","0","n/e","n/e","n/e","n/e","n/e","9378","n/e","n/e"
"08.01.2016 22:00 - 08.01.2016 23:00","0","n/e","n/e","n/e","n/e","n/e","9072","n/e","n/e"
"08.01.2016 23:00 - 09.01.2016 00:00","0","n/e","n/e","n/e","n/e","n/e","9553","n/e","n/e"
"09.01.2016 00:00 - 09.01.2016 01:00","0","n/e","n/e","n/e","n/e","n/e","9849","n/e","n/e"
"09.01.2016 01:00 - 09.01.2016 02:00","0","n/e","n/e","n/e","n/e","n/e","9864","n/e","n/e"
"09.01.2016 02:00 - 09.01.2016 03:00","0","n/e","n/e","n/e","n/e","n/e","9724","n/e","n/e"
"09.01.2016 03:00 - 09.01.2016 04:00","1","n/e","n/e","n/e","n/e","n/e","9445","n/e","n/e"
"09.01.2016 04:00 - 09.01.2016 05:00","0","n/e","n/e","n/e","n/e","n/e","9572","n/e","n/e"
"09.01.2016 05:00 - 09.01.2016 06:00","0","n/e","n/e","n/e","n/e","n/e","9506","n/e","n/e"
"09.01.2016 06:00 - 09.01.2016 07:00","0","n/e","n/e","n/e","n/e","n/e","9174","n/e","n/e"
"09.01.2016 07:00 - 09.01.2016 08:00","0","n/e","n/e","n/e","n/e","n/e","9147","n/e","n/e"
"09.01.2016 08:00 - 09.01.2016 09:00","23","n/e","n/e","n/e","n/e","n/e","9604","n/e","n/e"
"09.01.2016 09:00 - 09.01.2016 10:00","289","n/e","n/e","n/e","n/e","n/e","10077","n/e","n/e"
"09.01.2016 10:00 - 09.01.2016 11:00","741","n/e","n/e","n/e","n/e","n/e","9996","n/e","n/e"
"09.01.2016 11:00 - 09.01.2016 12:00","1302","n/e","n/e","n/e","n/e","n/e","10694","n/e","n/e"
"09.01.2016 12:00 - 09.01.2016 13:00","1744","n/e","n/e","n/e","n/e","n/e","11522","n/e","n/e"
"09.01.2016 13:00 - 09.01.2016 14:00","1985","n/e","n/e","n/e","n/e","n/e","12865","n/e","n/e"
"09.01.2016 14:00 - 09.01.2016 15:00","2068","n/e","n/e","n/e","n/e","n/e","14109","n/e","n/e"
"09.01.2016 15:00 - 09.01.2016 16:00","1672","n/e","n/e","n/e","n/e","n/e","14174","n/e","n/e"
"09.01.2016 16:00 - 09.01.2016 17:00","1088","n/e","n/e","n/e","n/e","n/e","14273","n/e","n/e"
"09.01.2016 17:00 - 09.01.2016 18:00","421","n/e","n/e","n/e","n/e","n/e","14192","n/e","n/e"
"09.01.2016 18:00 - 09.01.2016 19:00","113","n/e","n/e","n/e","n/e","n/e","14219","n/e","n/e"
"09.01.2016 19:00 - 09.01.2016 20:00","75","n/e","n/e","n/e","n/e","n/e","14139","n/e","n/e"
"09.01.2016 20:00 - 09.01.2016 21:00","42","n/e","n/e","n/e","n/e","n/e","14474","n/e","n/e"
"09.01.2016 21:00 - 09.01.2016 22:00","2","n/e","n/e","n/e","n/e","n/e","14653","n/e","n/e"
"09.01.2016 22:00 - 09.01.2016 23:00","0","n/e","n/e","n/e","n/e","n/e","14923","n/e","n/e"
"09.01.2016 23:00 - 10.01.2016 00:00","2","n/e","n/e","n/e","n/e","n/e","15024","n/e","n/e"
"10.01.2016 00:00 - 10.01.2016 01:00","0","n/e","n/e","n/e","n/e","n/e","14408","n/e","n/e"
"10.01.2016 01:00 - 10.01.2016 02:00","0","n/e","n/e","n/e","n/e","n/e","13550","n/e","n/e"
"10.01.2016 02:00 - 10.01.2016 03:00","0","n/e","n/e","n/e","n/e","n/e","12069","n/e","n/e"
"10.01.2016 03:00 - 10.01.2016 04:00","1","n/e","n/e","n/e","n/e","n/e","11201","n/e","n/e"
"10.01.2016 04:00 - 10.01.2016 05:00","0","n/e","n/e","n/e","n/e","n/e","10806","n/e","n/e"
"10.01.2016 05:00 - 10.01.2016 06:00","0","n/e","n/e","n/e","n/e","n/e","10696","n/e","n/e"
"10.01.2016 06:00 - 10.01.2016 07:00","0","n/e","n/e","n/e","n/e","n/e","10706","n/e","n/e"
"10.01.2016 07:00 - 10.01.2016 08:00","1","n/e","n/e","n/e","n/e","n/e","10828","n/e","n/e"
"10.01.2016 08:00 - 10.01.2016 09:00","30","n/e","n/e","n/e","n/e","n/e","11331","n/e","n/e"
"10.01.2016 09:00 - 10.01.2016 10:00","289","n/e","n/e","n/e","n/e","n/e","11860","n/e","n/e"
"10.01.2016 10:00 - 10.01.2016 11:00","673","n/e","n/e","n/e","n/e","n/e","12927","n/e","n/e"
"10.01.2016 11:00 - 10.01.2016 12:00","1009","n/e","n/e","n/e","n/e","n/e","14042","n/e","n/e"
