"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|ES","Generation - Solar  [MW] Intraday / BZN|ES","Generation - Solar  [MW] Current / BZN|ES","Generation - Wind Offshore  [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore  [MW] Intraday / BZN|ES","Generation - Wind Offshore  [MW] Current / BZN|ES","Generation - Wind Onshore  [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore  [MW] Intraday / BZN|ES","Generation - Wind Onshore  [MW] Current / BZN|ES"
"09.07.2018 23:00 - 10.07.2018 00:00","614","600","666","n/e","n/e","n/e","6041","6228","5949"
"10.07.2018 00:00 - 10.07.2018 01:00","601","660","660","n/e","n/e","n/e","5528","5611","5611"
"10.07.2018 01:00 - 10.07.2018 02:00","596","660","660","n/e","n/e","n/e","4967","5122","5122"
"10.07.2018 02:00 - 10.07.2018 03:00","595","657","657","n/e","n/e","n/e","4716","4702","4702"
"10.07.2018 03:00 - 10.07.2018 04:00","597","659","659","n/e","n/e","n/e","4506","4352","4352"
"10.07.2018 04:00 - 10.07.2018 05:00","590","654","654","n/e","n/e","n/e","4337","4202","4202"
"10.07.2018 05:00 - 10.07.2018 06:00","573","650","650","n/e","n/e","n/e","4126","3872","3872"
"10.07.2018 06:00 - 10.07.2018 07:00","525","501","501","n/e","n/e","n/e","3932","3684","3684"
"10.07.2018 07:00 - 10.07.2018 08:00","525","516","516","n/e","n/e","n/e","3665","3583","3583"
"10.07.2018 08:00 - 10.07.2018 09:00","1167","1159","1159","n/e","n/e","n/e","3198","3264","3045"
"10.07.2018 09:00 - 10.07.2018 10:00","2890","2952","2921","n/e","n/e","n/e","2743","2940","2480"
"10.07.2018 10:00 - 10.07.2018 11:00","4281","4331","4354","n/e","n/e","n/e","2431","2642","2508"
"10.07.2018 11:00 - 10.07.2018 12:00","4920","4936","4928","n/e","n/e","n/e","2336","2551","2236"
"10.07.2018 12:00 - 10.07.2018 13:00","5267","5290","5209","n/e","n/e","n/e","2280","2539","2152"
"10.07.2018 13:00 - 10.07.2018 14:00","5447","5462","5404","n/e","n/e","n/e","2302","2582","2266"
"10.07.2018 14:00 - 10.07.2018 15:00","5482","5488","5373","n/e","n/e","n/e","2550","2878","2639"
"10.07.2018 15:00 - 10.07.2018 16:00","5376","5363","5326","n/e","n/e","n/e","2885","3257","2883"
"10.07.2018 16:00 - 10.07.2018 17:00","5142","5120","5059","n/e","n/e","n/e","3298","3706","3293"
"10.07.2018 17:00 - 10.07.2018 18:00","4745","4708","4646","n/e","n/e","n/e","3903","4228","3824"
"10.07.2018 18:00 - 10.07.2018 19:00","4140","4108","4008","n/e","n/e","n/e","4577","4766","4304"
"10.07.2018 19:00 - 10.07.2018 20:00","3324","3299","3157","n/e","n/e","n/e","5290","5381","4740"
"10.07.2018 20:00 - 10.07.2018 21:00","2143","2152","2095","n/e","n/e","n/e","5717","5758","4936"
"10.07.2018 21:00 - 10.07.2018 22:00","1129","1088","1185","n/e","n/e","n/e","6133","6132","4862"
"10.07.2018 22:00 - 10.07.2018 23:00","718","701","717","n/e","n/e","n/e","6563","6514","5381"
"10.07.2018 23:00 - 11.07.2018 00:00","656","654","644","n/e","n/e","n/e","6563","6521","5828"
"11.07.2018 00:00 - 11.07.2018 01:00","610","632","632","n/e","n/e","n/e","6187","5931","5931"
"11.07.2018 01:00 - 11.07.2018 02:00","593","620","620","n/e","n/e","n/e","6121","5930","5930"
"11.07.2018 02:00 - 11.07.2018 03:00","567","619","619","n/e","n/e","n/e","5956","5897","5897"
"11.07.2018 03:00 - 11.07.2018 04:00","533","609","609","n/e","n/e","n/e","5779","5737","5737"
"11.07.2018 04:00 - 11.07.2018 05:00","486","608","608","n/e","n/e","n/e","5619","5872","5872"
"11.07.2018 05:00 - 11.07.2018 06:00","392","556","556","n/e","n/e","n/e","5440","5780","5780"
"11.07.2018 06:00 - 11.07.2018 07:00","381","487","487","n/e","n/e","n/e","5142","5348","5348"
"11.07.2018 07:00 - 11.07.2018 08:00","517","488","488","n/e","n/e","n/e","4719","4905","4905"
"11.07.2018 08:00 - 11.07.2018 09:00","1205","1231","1231","n/e","n/e","n/e","4186","4386","4351"
"11.07.2018 09:00 - 11.07.2018 10:00","2515","2612","2580","n/e","n/e","n/e","3656","3851","4079"
"11.07.2018 10:00 - 11.07.2018 11:00","3748","3818","3772","n/e","n/e","n/e","3272","3253","3927"
"11.07.2018 11:00 - 11.07.2018 12:00","4502","4542","4151","n/e","n/e","n/e","3113","3125","3355"
"11.07.2018 12:00 - 11.07.2018 13:00","4906","4983","4231","n/e","n/e","n/e","3132","3157","3624"
"11.07.2018 13:00 - 11.07.2018 14:00","5097","5193","4619","n/e","n/e","n/e","3251","3304","3701"
"11.07.2018 14:00 - 11.07.2018 15:00","5136","5211","4686","n/e","n/e","n/e","3488","3514","3983"
"11.07.2018 15:00 - 11.07.2018 16:00","5048","5121","4925","n/e","n/e","n/e","3792","3781","4289"
"11.07.2018 16:00 - 11.07.2018 17:00","4797","4886","4858","n/e","n/e","n/e","4210","4213","5357"
"11.07.2018 17:00 - 11.07.2018 18:00","4401","4473","4500","n/e","n/e","n/e","4568","4597","5847"
"11.07.2018 18:00 - 11.07.2018 19:00","3825","3884","3838","n/e","n/e","n/e","4857","4895","5457"
"11.07.2018 19:00 - 11.07.2018 20:00","3012","3051","2913","n/e","n/e","n/e","5127","5140","4947"
"11.07.2018 20:00 - 11.07.2018 21:00","1973","2014","1909","n/e","n/e","n/e","5239","5180","4351"
"11.07.2018 21:00 - 11.07.2018 22:00","1100","1055","1093","n/e","n/e","n/e","5271","5198","3729"
"11.07.2018 22:00 - 11.07.2018 23:00","717","708","724","n/e","n/e","n/e","5403","5265","3672"
"11.07.2018 23:00 - 12.07.2018 00:00","652","650","623","n/e","n/e","n/e","5231","5008","3987"
"12.07.2018 00:00 - 12.07.2018 01:00","594","581","581","n/e","n/e","n/e","4685","3449","3449"
"12.07.2018 01:00 - 12.07.2018 02:00","588","582","582","n/e","n/e","n/e","4339","3063","3063"
"12.07.2018 02:00 - 12.07.2018 03:00","566","522","522","n/e","n/e","n/e","4117","2760","2760"
"12.07.2018 03:00 - 12.07.2018 04:00","542","416","416","n/e","n/e","n/e","3899","2557","2557"
"12.07.2018 04:00 - 12.07.2018 05:00","513","282","282","n/e","n/e","n/e","3677","2405","2405"
"12.07.2018 05:00 - 12.07.2018 06:00","393","155","155","n/e","n/e","n/e","3340","2097","2097"
"12.07.2018 06:00 - 12.07.2018 07:00","322","83","83","n/e","n/e","n/e","2984","1870","1870"
"12.07.2018 07:00 - 12.07.2018 08:00","356","281","281","n/e","n/e","n/e","2649","1620","1620"
"12.07.2018 08:00 - 12.07.2018 09:00","1000","954","954","n/e","n/e","n/e","2255","1423","1347"
"12.07.2018 09:00 - 12.07.2018 10:00","2543","2472","2437","n/e","n/e","n/e","1905","1236","1139"
"12.07.2018 10:00 - 12.07.2018 11:00","3768","3793","3671","n/e","n/e","n/e","1635","1129","1245"
"12.07.2018 11:00 - 12.07.2018 12:00","4514","4506","4142","n/e","n/e","n/e","1485","1120","1214"
"12.07.2018 12:00 - 12.07.2018 13:00","4966","4922","4181","n/e","n/e","n/e","1386","1114","1170"
"12.07.2018 13:00 - 12.07.2018 14:00","5210","5141","4575","n/e","n/e","n/e","1384","1152","1185"
"12.07.2018 14:00 - 12.07.2018 15:00","5305","5204","4757","n/e","n/e","n/e","1576","1397","1316"
"12.07.2018 15:00 - 12.07.2018 16:00","5190","5112","4906","n/e","n/e","n/e","1854","1765","1628"
"12.07.2018 16:00 - 12.07.2018 17:00","4959","4885","4820","n/e","n/e","n/e","2219","2248","2260"
"12.07.2018 17:00 - 12.07.2018 18:00","4548","4478","4417","n/e","n/e","n/e","2780","2862","2886"
"12.07.2018 18:00 - 12.07.2018 19:00","3923","3854","3779","n/e","n/e","n/e","3440","3588","3737"
"12.07.2018 19:00 - 12.07.2018 20:00","3085","2993","2946","n/e","n/e","n/e","4180","4420","4024"
"12.07.2018 20:00 - 12.07.2018 21:00","2001","1941","1923","n/e","n/e","n/e","4685","4931","4985"
"12.07.2018 21:00 - 12.07.2018 22:00","1026","1032","1106","n/e","n/e","n/e","5079","5385","5734"
"12.07.2018 22:00 - 12.07.2018 23:00","702","688","704","n/e","n/e","n/e","5474","5795","6188"
"12.07.2018 23:00 - 13.07.2018 00:00","643","648","636","n/e","n/e","n/e","5480","5796","5955"
"13.07.2018 00:00 - 13.07.2018 01:00","572","582","582","n/e","n/e","n/e","5869","5948","5948"
"13.07.2018 01:00 - 13.07.2018 02:00","552","547","547","n/e","n/e","n/e","5646","5522","5522"
"13.07.2018 02:00 - 13.07.2018 03:00","509","498","498","n/e","n/e","n/e","5350","5125","5125"
"13.07.2018 03:00 - 13.07.2018 04:00","478","466","466","n/e","n/e","n/e","5028","4831","4831"
"13.07.2018 04:00 - 13.07.2018 05:00","440","425","425","n/e","n/e","n/e","4674","4124","4124"
"13.07.2018 05:00 - 13.07.2018 06:00","322","349","349","n/e","n/e","n/e","4293","3874","3874"
"13.07.2018 06:00 - 13.07.2018 07:00","256","268","268","n/e","n/e","n/e","4075","3652","3652"
"13.07.2018 07:00 - 13.07.2018 08:00","343","386","386","n/e","n/e","n/e","3833","3489","3489"
"13.07.2018 08:00 - 13.07.2018 09:00","985","981","981","n/e","n/e","n/e","3411","3191","3393"
"13.07.2018 09:00 - 13.07.2018 10:00","2282","2315","2255","n/e","n/e","n/e","3064","2934","2877"
"13.07.2018 10:00 - 13.07.2018 11:00","3450","3489","3439","n/e","n/e","n/e","2810","2792","2694"
"13.07.2018 11:00 - 13.07.2018 12:00","4291","4254","4153","n/e","n/e","n/e","2869","2771","2579"
"13.07.2018 12:00 - 13.07.2018 13:00","4792","4754","4406","n/e","n/e","n/e","3012","2881","2420"
"13.07.2018 13:00 - 13.07.2018 14:00","5062","5031","4919","n/e","n/e","n/e","3236","3084","2403"
"13.07.2018 14:00 - 13.07.2018 15:00","5135","5103","4991","n/e","n/e","n/e","3411","3288","2737"
"13.07.2018 15:00 - 13.07.2018 16:00","5052","5030","4967","n/e","n/e","n/e","3610","3509","3261"
"13.07.2018 16:00 - 13.07.2018 17:00","4833","4800","4894","n/e","n/e","n/e","3854","3810","3875"
"13.07.2018 17:00 - 13.07.2018 18:00","4418","4401","4556","n/e","n/e","n/e","4099","4115","4394"
"13.07.2018 18:00 - 13.07.2018 19:00","3813","3812","3866","n/e","n/e","n/e","4375","4409","4903"
"13.07.2018 19:00 - 13.07.2018 20:00","2985","2950","2928","n/e","n/e","n/e","4714","4752","5631"
"13.07.2018 20:00 - 13.07.2018 21:00","1936","1882","1770","n/e","n/e","n/e","4782","4913","5471"
"13.07.2018 21:00 - 13.07.2018 22:00","962","986","1072","n/e","n/e","n/e","4668","4904","5500"
"13.07.2018 22:00 - 13.07.2018 23:00","672","669","688","n/e","n/e","n/e","4601","4747","5444"
"13.07.2018 23:00 - 14.07.2018 00:00","623","622","595","n/e","n/e","n/e","4169","4348","4918"
"14.07.2018 00:00 - 14.07.2018 01:00","565","567","567","n/e","n/e","n/e","3831","4286","4286"
"14.07.2018 01:00 - 14.07.2018 02:00","518","533","533","n/e","n/e","n/e","3331","3722","3722"
"14.07.2018 02:00 - 14.07.2018 03:00","402","452","452","n/e","n/e","n/e","2937","3505","3505"
"14.07.2018 03:00 - 14.07.2018 04:00","395","407","407","n/e","n/e","n/e","2575","3145","3145"
"14.07.2018 04:00 - 14.07.2018 05:00","381","349","349","n/e","n/e","n/e","2320","2461","2461"
"14.07.2018 05:00 - 14.07.2018 06:00","250","270","270","n/e","n/e","n/e","2059","1558","1558"
"14.07.2018 06:00 - 14.07.2018 07:00","236","163","163","n/e","n/e","n/e","1798","1250","1250"
"14.07.2018 07:00 - 14.07.2018 08:00","328","346","346","n/e","n/e","n/e","1557","1283","1283"
"14.07.2018 08:00 - 14.07.2018 09:00","1046","1096","1096","n/e","n/e","n/e","1221","1061","1271"
"14.07.2018 09:00 - 14.07.2018 10:00","2437","2480","2468","n/e","n/e","n/e","940","809","803"
"14.07.2018 10:00 - 14.07.2018 11:00","3523","3688","3850","n/e","n/e","n/e","780","629","582"
"14.07.2018 11:00 - 14.07.2018 12:00","4334","4478","4650","n/e","n/e","n/e","959","889","635"
"14.07.2018 12:00 - 14.07.2018 13:00","4904","4970","5194","n/e","n/e","n/e","1259","1288","999"
"14.07.2018 13:00 - 14.07.2018 14:00","5203","5204","5429","n/e","n/e","n/e","1689","1768","1378"
"14.07.2018 14:00 - 14.07.2018 15:00","5249","5280","5405","n/e","n/e","n/e","2118","2233","1818"
"14.07.2018 15:00 - 14.07.2018 16:00","5161","5193","5204","n/e","n/e","n/e","2584","2724","2356"
"14.07.2018 16:00 - 14.07.2018 17:00","4942","4995","5055","n/e","n/e","n/e","3123","3281","2907"
"14.07.2018 17:00 - 14.07.2018 18:00","4589","4646","4704","n/e","n/e","n/e","3478","3577","3409"
"14.07.2018 18:00 - 14.07.2018 19:00","3973","3981","4041","n/e","n/e","n/e","3754","3736","3877"
"14.07.2018 19:00 - 14.07.2018 20:00","3001","2961","3099","n/e","n/e","n/e","4013","3946","3952"
"14.07.2018 20:00 - 14.07.2018 21:00","1872","1801","2128","n/e","n/e","n/e","3864","3790","3600"
"14.07.2018 21:00 - 14.07.2018 22:00","981","969","1127","n/e","n/e","n/e","3590","3502","3379"
"14.07.2018 22:00 - 14.07.2018 23:00","675","665","676","n/e","n/e","n/e","3461","3372","3412"
"14.07.2018 23:00 - 15.07.2018 00:00","630","617","621","n/e","n/e","n/e","3242","3124","2893"
"15.07.2018 00:00 - 15.07.2018 01:00","604","606","606","n/e","n/e","n/e","3256","2371","2371"
"15.07.2018 01:00 - 15.07.2018 02:00","581","606","606","n/e","n/e","n/e","3135","2293","2293"
"15.07.2018 02:00 - 15.07.2018 03:00","551","591","591","n/e","n/e","n/e","2937","2358","2358"
"15.07.2018 03:00 - 15.07.2018 04:00","524","566","566","n/e","n/e","n/e","2641","2288","2288"
"15.07.2018 04:00 - 15.07.2018 05:00","479","556","556","n/e","n/e","n/e","2410","2215","2215"
"15.07.2018 05:00 - 15.07.2018 06:00","379","484","484","n/e","n/e","n/e","2180","2127","2127"
"15.07.2018 06:00 - 15.07.2018 07:00","286","389","389","n/e","n/e","n/e","1971","1770","1770"
"15.07.2018 07:00 - 15.07.2018 08:00","359","531","531","n/e","n/e","n/e","1781","1439","1439"
"15.07.2018 08:00 - 15.07.2018 09:00","1071","1105","1105","n/e","n/e","n/e","1485","1254","1177"
"15.07.2018 09:00 - 15.07.2018 10:00","2381","2405","2423","n/e","n/e","n/e","1255","1037","646"
"15.07.2018 10:00 - 15.07.2018 11:00","3578","3676","3913","n/e","n/e","n/e","1144","943","610"
"15.07.2018 11:00 - 15.07.2018 12:00","4385","4492","4387","n/e","n/e","n/e","1508","1232","914"
"15.07.2018 12:00 - 15.07.2018 13:00","4873","4913","4634","n/e","n/e","n/e","1993","1675","1346"
"15.07.2018 13:00 - 15.07.2018 14:00","5119","5126","4763","n/e","n/e","n/e","2575","2301","1774"
"15.07.2018 14:00 - 15.07.2018 15:00","5163","5189","4912","n/e","n/e","n/e","3232","3120","2381"
"15.07.2018 15:00 - 15.07.2018 16:00","5040","5123","4938","n/e","n/e","n/e","4037","3953","3391"
"15.07.2018 16:00 - 15.07.2018 17:00","4766","4861","4542","n/e","n/e","n/e","4961","4785","4350"
"15.07.2018 17:00 - 15.07.2018 18:00","4312","4432","4140","n/e","n/e","n/e","5516","5264","5013"
"15.07.2018 18:00 - 15.07.2018 19:00","3683","3810","3624","n/e","n/e","n/e","5922","5653","5627"
"15.07.2018 19:00 - 15.07.2018 20:00","2828","2999","2735","n/e","n/e","n/e","6423","6069","6432"
"15.07.2018 20:00 - 15.07.2018 21:00","1790","1921","1766","n/e","n/e","n/e","6565","6210","6872"
"15.07.2018 21:00 - 15.07.2018 22:00","945","923","1043","n/e","n/e","n/e","6576","6240","6865"
"15.07.2018 22:00 - 15.07.2018 23:00","661","617","670","n/e","n/e","n/e","6759","6401","6846"
"15.07.2018 23:00 - 16.07.2018 00:00","587","581","516","n/e","n/e","n/e","6907","6607","7185"
"16.07.2018 00:00 - 16.07.2018 01:00","538","393","393","n/e","n/e","n/e","6910","7241","7241"
"16.07.2018 01:00 - 16.07.2018 02:00","512","376","376","n/e","n/e","n/e","6855","7164","7164"
"16.07.2018 02:00 - 16.07.2018 03:00","466","368","368","n/e","n/e","n/e","6845","7027","7027"
"16.07.2018 03:00 - 16.07.2018 04:00","457","363","363","n/e","n/e","n/e","6761","7466","7466"
"16.07.2018 04:00 - 16.07.2018 05:00","434","327","327","n/e","n/e","n/e","6703","7531","7531"
"16.07.2018 05:00 - 16.07.2018 06:00","369","209","209","n/e","n/e","n/e","6540","7774","7774"
"16.07.2018 06:00 - 16.07.2018 07:00","302","129","129","n/e","n/e","n/e","6324","7369","7369"
"16.07.2018 07:00 - 16.07.2018 08:00","400","306","306","n/e","n/e","n/e","6216","7189","7189"
"16.07.2018 08:00 - 16.07.2018 09:00","1054","914","914","n/e","n/e","n/e","6152","6841","7352"
"16.07.2018 09:00 - 16.07.2018 10:00","2610","2472","2438","n/e","n/e","n/e","6171","6545","7617"
"16.07.2018 10:00 - 16.07.2018 11:00","3965","3832","3940","n/e","n/e","n/e","6256","6362","7599"
"16.07.2018 11:00 - 16.07.2018 12:00","4624","4604","4560","n/e","n/e","n/e","6303","6266","7290"
"16.07.2018 12:00 - 16.07.2018 13:00","4994","5015","5128","n/e","n/e","n/e","6306","6242","6744"
"16.07.2018 13:00 - 16.07.2018 14:00","5187","5232","5335","n/e","n/e","n/e","6324","6177","6409"
"16.07.2018 14:00 - 16.07.2018 15:00","5248","5276","5320","n/e","n/e","n/e","6170","5945","6167"
"16.07.2018 15:00 - 16.07.2018 16:00","5166","5184","5308","n/e","n/e","n/e","5915","5721","5879"
"16.07.2018 16:00 - 16.07.2018 17:00","4936","4957","5029","n/e","n/e","n/e","5648","5550","5738"
"16.07.2018 17:00 - 16.07.2018 18:00","4561","4587","4612","n/e","n/e","n/e","5500","5334","5405"
"16.07.2018 18:00 - 16.07.2018 19:00","3999","3968","3977","n/e","n/e","n/e","5440","5254","5170"
"16.07.2018 19:00 - 16.07.2018 20:00","3183","3050","3149","n/e","n/e","n/e","5371","5167","4861"
"16.07.2018 20:00 - 16.07.2018 21:00","2019","1943","2116","n/e","n/e","n/e","5220","5000","4669"
"16.07.2018 21:00 - 16.07.2018 22:00","1062","1005","1157","n/e","n/e","n/e","5023","4831","4372"
"16.07.2018 22:00 - 16.07.2018 23:00","706","683","717","n/e","n/e","n/e","4780","4719","4446"
"16.07.2018 23:00 - 17.07.2018 00:00","650","634","635","n/e","n/e","n/e","4393","4432","4342"
"17.07.2018 00:00 - 17.07.2018 01:00","567","623","623","n/e","n/e","n/e","3983","3910","3910"
"17.07.2018 01:00 - 17.07.2018 02:00","563","625","625","n/e","n/e","n/e","3720","3991","3991"
"17.07.2018 02:00 - 17.07.2018 03:00","557","620","620","n/e","n/e","n/e","3589","3992","3992"
"17.07.2018 03:00 - 17.07.2018 04:00","542","627","627","n/e","n/e","n/e","3474","3858","3858"
"17.07.2018 04:00 - 17.07.2018 05:00","515","606","606","n/e","n/e","n/e","3354","3823","3823"
"17.07.2018 05:00 - 17.07.2018 06:00","425","568","568","n/e","n/e","n/e","3211","3566","3566"
"17.07.2018 06:00 - 17.07.2018 07:00","323","470","470","n/e","n/e","n/e","3082","3415","3415"
"17.07.2018 07:00 - 17.07.2018 08:00","393","541","541","n/e","n/e","n/e","3005","3256","3256"
"17.07.2018 08:00 - 17.07.2018 09:00","1186","1268","1268","n/e","n/e","n/e","2671","2911","2647"
"17.07.2018 09:00 - 17.07.2018 10:00","2703","2770","2739","n/e","n/e","n/e","2351","2547","1897"
"17.07.2018 10:00 - 17.07.2018 11:00","4015","4092","4163","n/e","n/e","n/e","2131","2201","1648"
"17.07.2018 11:00 - 17.07.2018 12:00","4819","4803","4943","n/e","n/e","n/e","2139","2252","1699"
"17.07.2018 12:00 - 17.07.2018 13:00","5245","5189","5329","n/e","n/e","n/e","2192","2269","1688"
"17.07.2018 13:00 - 17.07.2018 14:00","5452","5389","5496","n/e","n/e","n/e","2314","2332","1721"
"17.07.2018 14:00 - 17.07.2018 15:00","5486","5412","5458","n/e","n/e","n/e","2560","2696","1945"
"17.07.2018 15:00 - 17.07.2018 16:00","5360","5292","5306","n/e","n/e","n/e","2876","3068","2409"
"17.07.2018 16:00 - 17.07.2018 17:00","5099","5055","5065","n/e","n/e","n/e","3227","3570","2725"
"17.07.2018 17:00 - 17.07.2018 18:00","4677","4650","4675","n/e","n/e","n/e","3711","4168","3198"
"17.07.2018 18:00 - 17.07.2018 19:00","4036","4028","4081","n/e","n/e","n/e","4333","4795","3777"
"17.07.2018 19:00 - 17.07.2018 20:00","3150","3126","3223","n/e","n/e","n/e","5166","5516","4486"
"17.07.2018 20:00 - 17.07.2018 21:00","1989","1945","2089","n/e","n/e","n/e","5546","5952","4918"
"17.07.2018 21:00 - 17.07.2018 22:00","1035","984","1092","n/e","n/e","n/e","5998","6274","5047"
"17.07.2018 22:00 - 17.07.2018 23:00","695","657","690","n/e","n/e","n/e","6348","6617","5562"
"17.07.2018 23:00 - 18.07.2018 00:00","624","621","611","n/e","n/e","n/e","6414","6616","5928"
"18.07.2018 00:00 - 18.07.2018 01:00","617","566","566","n/e","n/e","n/e","6347","6122","6122"
"18.07.2018 01:00 - 18.07.2018 02:00","603","545","545","n/e","n/e","n/e","6256","6091","6091"
"18.07.2018 02:00 - 18.07.2018 03:00","590","512","512","n/e","n/e","n/e","5888","6059","6059"
"18.07.2018 03:00 - 18.07.2018 04:00","580","506","506","n/e","n/e","n/e","5455","5708","5708"
"18.07.2018 04:00 - 18.07.2018 05:00","559","464","464","n/e","n/e","n/e","5018","5226","5226"
"18.07.2018 05:00 - 18.07.2018 06:00","506","428","428","n/e","n/e","n/e","4564","4678","4678"
"18.07.2018 06:00 - 18.07.2018 07:00","405","368","368","n/e","n/e","n/e","4189","4308","4308"
"18.07.2018 07:00 - 18.07.2018 08:00","446","472","472","n/e","n/e","n/e","3832","3911","3911"
"18.07.2018 08:00 - 18.07.2018 09:00","1120","1194","1194","n/e","n/e","n/e","3388","3513","3517"
"18.07.2018 09:00 - 18.07.2018 10:00","2634","2700","2636","n/e","n/e","n/e","3126","3160","2957"
"18.07.2018 10:00 - 18.07.2018 11:00","3968","4097","4117","n/e","n/e","n/e","3080","2921","3012"
"18.07.2018 11:00 - 18.07.2018 12:00","4713","4753","4652","n/e","n/e","n/e","3263","3118","3151"
"18.07.2018 12:00 - 18.07.2018 13:00","5078","5116","5107","n/e","n/e","n/e","3589","3410","3420"
"18.07.2018 13:00 - 18.07.2018 14:00","5288","5311","5344","n/e","n/e","n/e","4036","3829","3638"
"18.07.2018 14:00 - 18.07.2018 15:00","5333","5341","5339","n/e","n/e","n/e","4195","3924","3682"
"18.07.2018 15:00 - 18.07.2018 16:00","5233","5232","5274","n/e","n/e","n/e","4317","3915","3705"
"18.07.2018 16:00 - 18.07.2018 17:00","5013","5002","5035","n/e","n/e","n/e","4499","3984","3812"
"18.07.2018 17:00 - 18.07.2018 18:00","4641","4629","4590","n/e","n/e","n/e","4413","3986","4267"
"18.07.2018 18:00 - 18.07.2018 19:00","4092","4055","4030","n/e","n/e","n/e","4220","3942","4143"
"18.07.2018 19:00 - 18.07.2018 20:00","3234","3173","3165","n/e","n/e","n/e","4086","3966","3695"
"18.07.2018 20:00 - 18.07.2018 21:00","2082","2027","2044","n/e","n/e","n/e","3950","3870","2766"
"18.07.2018 21:00 - 18.07.2018 22:00","1130","1029","1099","n/e","n/e","n/e","3799","3726","2446"
"18.07.2018 22:00 - 18.07.2018 23:00","721","678","698","n/e","n/e","n/e","3717","3720","2584"
"18.07.2018 23:00 - 19.07.2018 00:00","657","635","618","n/e","n/e","n/e","3467","3513","2687"
"19.07.2018 00:00 - 19.07.2018 01:00","594","633","633","n/e","n/e","n/e","3116","2682","2682"
"19.07.2018 01:00 - 19.07.2018 02:00","587","631","631","n/e","n/e","n/e","2913","2615","2615"
"19.07.2018 02:00 - 19.07.2018 03:00","568","625","625","n/e","n/e","n/e","2710","2388","2388"
"19.07.2018 03:00 - 19.07.2018 04:00","548","626","626","n/e","n/e","n/e","2515","2129","2129"
"19.07.2018 04:00 - 19.07.2018 05:00","515","589","589","n/e","n/e","n/e","2344","2117","2117"
"19.07.2018 05:00 - 19.07.2018 06:00","450","516","516","n/e","n/e","n/e","2170","2060","2060"
"19.07.2018 06:00 - 19.07.2018 07:00","360","451","451","n/e","n/e","n/e","1990","1972","1972"
"19.07.2018 07:00 - 19.07.2018 08:00","418","560","560","n/e","n/e","n/e","1883","2160","2160"
"19.07.2018 08:00 - 19.07.2018 09:00","1090","1415","1415","n/e","n/e","n/e","1721","1967","1915"
"19.07.2018 09:00 - 19.07.2018 10:00","2699","2744","2682","n/e","n/e","n/e","1588","1806","1423"
"19.07.2018 10:00 - 19.07.2018 11:00","4050","3997","4198","n/e","n/e","n/e","1535","1694","1405"
"19.07.2018 11:00 - 19.07.2018 12:00","4776","4754","4861","n/e","n/e","n/e","1780","1877","1520"
"19.07.2018 12:00 - 19.07.2018 13:00","5153","5196","5306","n/e","n/e","n/e","2168","2217","1735"
"19.07.2018 13:00 - 19.07.2018 14:00","5345","5413","5501","n/e","n/e","n/e","2718","2774","2133"
"19.07.2018 14:00 - 19.07.2018 15:00","5372","5415","5507","n/e","n/e","n/e","3268","3239","2549"
"19.07.2018 15:00 - 19.07.2018 16:00","5268","5287","5395","n/e","n/e","n/e","3822","3747","3091"
"19.07.2018 16:00 - 19.07.2018 17:00","5027","5049","5139","n/e","n/e","n/e","4414","4285","3641"
"19.07.2018 17:00 - 19.07.2018 18:00","4622","4657","4752","n/e","n/e","n/e","4804","4755","4047"
"19.07.2018 18:00 - 19.07.2018 19:00","4013","4024","4086","n/e","n/e","n/e","5224","5349","4753"
"19.07.2018 19:00 - 19.07.2018 20:00","3122","3085","3188","n/e","n/e","n/e","5755","5984","5437"
"19.07.2018 20:00 - 19.07.2018 21:00","1969","1915","2011","n/e","n/e","n/e","5748","5979","5989"
"19.07.2018 21:00 - 19.07.2018 22:00","1073","973","1046","n/e","n/e","n/e","5550","5860","5936"
"19.07.2018 22:00 - 19.07.2018 23:00","684","674","653","n/e","n/e","n/e","5491","5815","5985"
"19.07.2018 23:00 - 20.07.2018 00:00","637","645","566","n/e","n/e","n/e","5271","5623","5792"
"20.07.2018 00:00 - 20.07.2018 01:00","592","565","565","n/e","n/e","n/e","5324","5480","5480"
"20.07.2018 01:00 - 20.07.2018 02:00","575","562","562","n/e","n/e","n/e","5174","5140","5140"
"20.07.2018 02:00 - 20.07.2018 03:00","550","551","551","n/e","n/e","n/e","5015","4795","4795"
"20.07.2018 03:00 - 20.07.2018 04:00","537","552","552","n/e","n/e","n/e","4828","4596","4596"
"20.07.2018 04:00 - 20.07.2018 05:00","513","513","513","n/e","n/e","n/e","4637","4342","4342"
"20.07.2018 05:00 - 20.07.2018 06:00","432","468","468","n/e","n/e","n/e","4457","4208","4208"
"20.07.2018 06:00 - 20.07.2018 07:00","357","389","389","n/e","n/e","n/e","4297","4257","4257"
"20.07.2018 07:00 - 20.07.2018 08:00","396","473","473","n/e","n/e","n/e","4126","4150","4150"
"20.07.2018 08:00 - 20.07.2018 09:00","1145","1161","1161","n/e","n/e","n/e","3856","3722","3528"
"20.07.2018 09:00 - 20.07.2018 10:00","2463","2494","2427","n/e","n/e","n/e","3618","3297","3187"
