"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|ES","Generation - Solar  [MW] Intraday / BZN|ES","Generation - Solar  [MW] Current / BZN|ES","Generation - Wind Offshore  [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore  [MW] Intraday / BZN|ES","Generation - Wind Offshore  [MW] Current / BZN|ES","Generation - Wind Onshore  [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore  [MW] Intraday / BZN|ES","Generation - Wind Onshore  [MW] Current / BZN|ES"
"24.07.2015 07:00 - 24.07.2015 08:00","444","n/e","n/e","n/e","n/e","n/e","4277","n/e","n/e"
"24.07.2015 08:00 - 24.07.2015 09:00","1058","n/e","n/e","n/e","n/e","n/e","4165","n/e","n/e"
"24.07.2015 09:00 - 24.07.2015 10:00","2847","n/e","n/e","n/e","n/e","n/e","3612","n/e","n/e"
"24.07.2015 10:00 - 24.07.2015 11:00","4157","n/e","n/e","n/e","n/e","n/e","3512","n/e","n/e"
"24.07.2015 11:00 - 24.07.2015 12:00","4864","n/e","n/e","n/e","n/e","n/e","3725","n/e","n/e"
"24.07.2015 12:00 - 24.07.2015 13:00","5376","n/e","n/e","n/e","n/e","n/e","4099","n/e","n/e"
"24.07.2015 13:00 - 24.07.2015 14:00","5472","n/e","n/e","n/e","n/e","n/e","4597","n/e","n/e"
"24.07.2015 14:00 - 24.07.2015 15:00","5277","n/e","n/e","n/e","n/e","n/e","5020","n/e","n/e"
"24.07.2015 15:00 - 24.07.2015 16:00","5117","n/e","n/e","n/e","n/e","n/e","5412","n/e","n/e"
"24.07.2015 16:00 - 24.07.2015 17:00","4862","n/e","n/e","n/e","n/e","n/e","5809","n/e","n/e"
"24.07.2015 17:00 - 24.07.2015 18:00","4529","n/e","n/e","n/e","n/e","n/e","6765","n/e","n/e"
"24.07.2015 18:00 - 24.07.2015 19:00","3997","n/e","n/e","n/e","n/e","n/e","7476","n/e","n/e"
"24.07.2015 19:00 - 24.07.2015 20:00","3216","n/e","n/e","n/e","n/e","n/e","7999","n/e","n/e"
"24.07.2015 20:00 - 24.07.2015 21:00","2068","n/e","n/e","n/e","n/e","n/e","8435","n/e","n/e"
"24.07.2015 21:00 - 24.07.2015 22:00","1093","n/e","n/e","n/e","n/e","n/e","8580","n/e","n/e"
"24.07.2015 22:00 - 24.07.2015 23:00","768","n/e","n/e","n/e","n/e","n/e","8310","n/e","n/e"
"24.07.2015 23:00 - 25.07.2015 00:00","640","n/e","n/e","n/e","n/e","n/e","8271","n/e","n/e"
"25.07.2015 00:00 - 25.07.2015 01:00","547","n/e","n/e","n/e","n/e","n/e","8328","n/e","n/e"
"25.07.2015 01:00 - 25.07.2015 02:00","576","n/e","n/e","n/e","n/e","n/e","8328","n/e","n/e"
"25.07.2015 02:00 - 25.07.2015 03:00","598","n/e","n/e","n/e","n/e","n/e","7965","n/e","n/e"
"25.07.2015 03:00 - 25.07.2015 04:00","605","n/e","n/e","n/e","n/e","n/e","7389","n/e","n/e"
"25.07.2015 04:00 - 25.07.2015 05:00","650","n/e","n/e","n/e","n/e","n/e","7008","n/e","n/e"
"25.07.2015 05:00 - 25.07.2015 06:00","553","n/e","n/e","n/e","n/e","n/e","6745","n/e","n/e"
"25.07.2015 06:00 - 25.07.2015 07:00","498","n/e","n/e","n/e","n/e","n/e","6760","n/e","n/e"
"25.07.2015 07:00 - 25.07.2015 08:00","474","n/e","n/e","n/e","n/e","n/e","6634","n/e","n/e"
"25.07.2015 08:00 - 25.07.2015 09:00","1125","n/e","n/e","n/e","n/e","n/e","6253","n/e","n/e"
"25.07.2015 09:00 - 25.07.2015 10:00","2791","n/e","n/e","n/e","n/e","n/e","5902","n/e","n/e"
"25.07.2015 10:00 - 25.07.2015 11:00","4183","n/e","n/e","n/e","n/e","n/e","5577","n/e","n/e"
"25.07.2015 11:00 - 25.07.2015 12:00","4848","n/e","n/e","n/e","n/e","n/e","5050","n/e","n/e"
"25.07.2015 12:00 - 25.07.2015 13:00","5264","n/e","n/e","n/e","n/e","n/e","4384","n/e","n/e"
"25.07.2015 13:00 - 25.07.2015 14:00","5389","n/e","n/e","n/e","n/e","n/e","4088","n/e","n/e"
"25.07.2015 14:00 - 25.07.2015 15:00","5371","n/e","n/e","n/e","n/e","n/e","3707","n/e","n/e"
"25.07.2015 15:00 - 25.07.2015 16:00","5265","n/e","n/e","n/e","n/e","n/e","3623","n/e","n/e"
"25.07.2015 16:00 - 25.07.2015 17:00","5037","n/e","n/e","n/e","n/e","n/e","3670","n/e","n/e"
"25.07.2015 17:00 - 25.07.2015 18:00","4650","n/e","n/e","n/e","n/e","n/e","4006","n/e","n/e"
"25.07.2015 18:00 - 25.07.2015 19:00","4076","n/e","n/e","n/e","n/e","n/e","4215","n/e","n/e"
"25.07.2015 19:00 - 25.07.2015 20:00","3262","n/e","n/e","n/e","n/e","n/e","4271","n/e","n/e"
"25.07.2015 20:00 - 25.07.2015 21:00","2172","n/e","n/e","n/e","n/e","n/e","4221","n/e","n/e"
"25.07.2015 21:00 - 25.07.2015 22:00","1044","n/e","n/e","n/e","n/e","n/e","3771","n/e","n/e"
"25.07.2015 22:00 - 25.07.2015 23:00","700","n/e","n/e","n/e","n/e","n/e","3481","n/e","n/e"
"25.07.2015 23:00 - 26.07.2015 00:00","666","n/e","n/e","n/e","n/e","n/e","3170","n/e","n/e"
"26.07.2015 00:00 - 26.07.2015 01:00","612","n/e","n/e","n/e","n/e","n/e","2529","n/e","n/e"
"26.07.2015 01:00 - 26.07.2015 02:00","590","n/e","n/e","n/e","n/e","n/e","2457","n/e","n/e"
"26.07.2015 02:00 - 26.07.2015 03:00","611","n/e","n/e","n/e","n/e","n/e","2337","n/e","n/e"
"26.07.2015 03:00 - 26.07.2015 04:00","610","n/e","n/e","n/e","n/e","n/e","2159","n/e","n/e"
"26.07.2015 04:00 - 26.07.2015 05:00","610","n/e","n/e","n/e","n/e","n/e","2063","n/e","n/e"
"26.07.2015 05:00 - 26.07.2015 06:00","556","n/e","n/e","n/e","n/e","n/e","2516","n/e","n/e"
"26.07.2015 06:00 - 26.07.2015 07:00","501","n/e","n/e","n/e","n/e","n/e","3022","n/e","n/e"
"26.07.2015 07:00 - 26.07.2015 08:00","519","n/e","n/e","n/e","n/e","n/e","3292","n/e","n/e"
"26.07.2015 08:00 - 26.07.2015 09:00","1304","n/e","n/e","n/e","n/e","n/e","3371","n/e","n/e"
"26.07.2015 09:00 - 26.07.2015 10:00","2706","n/e","n/e","n/e","n/e","n/e","2959","n/e","n/e"
"26.07.2015 10:00 - 26.07.2015 11:00","4032","n/e","n/e","n/e","n/e","n/e","2631","n/e","n/e"
"26.07.2015 11:00 - 26.07.2015 12:00","4724","n/e","n/e","n/e","n/e","n/e","2664","n/e","n/e"
"26.07.2015 12:00 - 26.07.2015 13:00","5135","n/e","n/e","n/e","n/e","n/e","3127","n/e","n/e"
"26.07.2015 13:00 - 26.07.2015 14:00","5256","n/e","n/e","n/e","n/e","n/e","4039","n/e","n/e"
"26.07.2015 14:00 - 26.07.2015 15:00","5269","n/e","n/e","n/e","n/e","n/e","4671","n/e","n/e"
"26.07.2015 15:00 - 26.07.2015 16:00","5230","n/e","n/e","n/e","n/e","n/e","5118","n/e","n/e"
"26.07.2015 16:00 - 26.07.2015 17:00","5008","n/e","n/e","n/e","n/e","n/e","5451","n/e","n/e"
"26.07.2015 17:00 - 26.07.2015 18:00","4634","n/e","n/e","n/e","n/e","n/e","5696","n/e","n/e"
"26.07.2015 18:00 - 26.07.2015 19:00","4065","n/e","n/e","n/e","n/e","n/e","5738","n/e","n/e"
"26.07.2015 19:00 - 26.07.2015 20:00","3300","n/e","n/e","n/e","n/e","n/e","5517","n/e","n/e"
"26.07.2015 20:00 - 26.07.2015 21:00","2128","n/e","n/e","n/e","n/e","n/e","5168","n/e","n/e"
"26.07.2015 21:00 - 26.07.2015 22:00","1047","n/e","n/e","n/e","n/e","n/e","4903","n/e","n/e"
"26.07.2015 22:00 - 26.07.2015 23:00","686","n/e","n/e","n/e","n/e","n/e","4491","n/e","n/e"
"26.07.2015 23:00 - 27.07.2015 00:00","655","n/e","n/e","n/e","n/e","n/e","4522","n/e","n/e"
"27.07.2015 00:00 - 27.07.2015 01:00","644","n/e","n/e","n/e","n/e","n/e","4608","n/e","n/e"
"27.07.2015 01:00 - 27.07.2015 02:00","656","n/e","n/e","n/e","n/e","n/e","4767","n/e","n/e"
"27.07.2015 02:00 - 27.07.2015 03:00","659","n/e","n/e","n/e","n/e","n/e","4640","n/e","n/e"
"27.07.2015 03:00 - 27.07.2015 04:00","659","n/e","n/e","n/e","n/e","n/e","4751","n/e","n/e"
"27.07.2015 04:00 - 27.07.2015 05:00","656","n/e","n/e","n/e","n/e","n/e","4679","n/e","n/e"
"27.07.2015 05:00 - 27.07.2015 06:00","626","n/e","n/e","n/e","n/e","n/e","4909","n/e","n/e"
"27.07.2015 06:00 - 27.07.2015 07:00","523","n/e","n/e","n/e","n/e","n/e","4824","n/e","n/e"
"27.07.2015 07:00 - 27.07.2015 08:00","469","n/e","n/e","n/e","n/e","n/e","4474","n/e","n/e"
"27.07.2015 08:00 - 27.07.2015 09:00","1053","n/e","n/e","n/e","n/e","n/e","3877","n/e","n/e"
"27.07.2015 09:00 - 27.07.2015 10:00","2827","n/e","n/e","n/e","n/e","n/e","3013","n/e","n/e"
"27.07.2015 10:00 - 27.07.2015 11:00","4078","n/e","n/e","n/e","n/e","n/e","2475","n/e","n/e"
"27.07.2015 11:00 - 27.07.2015 12:00","4733","n/e","n/e","n/e","n/e","n/e","2389","n/e","n/e"
"27.07.2015 12:00 - 27.07.2015 13:00","5306","n/e","n/e","n/e","n/e","n/e","2532","n/e","n/e"
"27.07.2015 13:00 - 27.07.2015 14:00","5449","n/e","n/e","n/e","n/e","n/e","2843","n/e","n/e"
"27.07.2015 14:00 - 27.07.2015 15:00","5333","n/e","n/e","n/e","n/e","n/e","3123","n/e","n/e"
"27.07.2015 15:00 - 27.07.2015 16:00","5209","n/e","n/e","n/e","n/e","n/e","3403","n/e","n/e"
"27.07.2015 16:00 - 27.07.2015 17:00","5004","n/e","n/e","n/e","n/e","n/e","3585","n/e","n/e"
"27.07.2015 17:00 - 27.07.2015 18:00","4601","n/e","n/e","n/e","n/e","n/e","3967","n/e","n/e"
"27.07.2015 18:00 - 27.07.2015 19:00","4034","n/e","n/e","n/e","n/e","n/e","4382","n/e","n/e"
"27.07.2015 19:00 - 27.07.2015 20:00","3292","n/e","n/e","n/e","n/e","n/e","4654","n/e","n/e"
"27.07.2015 20:00 - 27.07.2015 21:00","2113","n/e","n/e","n/e","n/e","n/e","5008","n/e","n/e"
"27.07.2015 21:00 - 27.07.2015 22:00","1104","n/e","n/e","n/e","n/e","n/e","4834","n/e","n/e"
"27.07.2015 22:00 - 27.07.2015 23:00","716","n/e","n/e","n/e","n/e","n/e","4729","n/e","n/e"
"27.07.2015 23:00 - 28.07.2015 00:00","663","n/e","n/e","n/e","n/e","n/e","4483","n/e","n/e"
"28.07.2015 00:00 - 28.07.2015 01:00","667","n/e","n/e","n/e","n/e","n/e","3945","n/e","n/e"
"28.07.2015 01:00 - 28.07.2015 02:00","666","n/e","n/e","n/e","n/e","n/e","3734","n/e","n/e"
"28.07.2015 02:00 - 28.07.2015 03:00","679","n/e","n/e","n/e","n/e","n/e","3423","n/e","n/e"
"28.07.2015 03:00 - 28.07.2015 04:00","686","n/e","n/e","n/e","n/e","n/e","3051","n/e","n/e"
"28.07.2015 04:00 - 28.07.2015 05:00","683","n/e","n/e","n/e","n/e","n/e","2816","n/e","n/e"
"28.07.2015 05:00 - 28.07.2015 06:00","647","n/e","n/e","n/e","n/e","n/e","2678","n/e","n/e"
"28.07.2015 06:00 - 28.07.2015 07:00","552","n/e","n/e","n/e","n/e","n/e","2623","n/e","n/e"
"28.07.2015 07:00 - 28.07.2015 08:00","460","n/e","n/e","n/e","n/e","n/e","2498","n/e","n/e"
"28.07.2015 08:00 - 28.07.2015 09:00","1031","n/e","n/e","n/e","n/e","n/e","2176","n/e","n/e"
"28.07.2015 09:00 - 28.07.2015 10:00","2832","n/e","n/e","n/e","n/e","n/e","1899","n/e","n/e"
"28.07.2015 10:00 - 28.07.2015 11:00","4145","n/e","n/e","n/e","n/e","n/e","1721","n/e","n/e"
"28.07.2015 11:00 - 28.07.2015 12:00","4842","n/e","n/e","n/e","n/e","n/e","1637","n/e","n/e"
"28.07.2015 12:00 - 28.07.2015 13:00","5352","n/e","n/e","n/e","n/e","n/e","1832","n/e","n/e"
"28.07.2015 13:00 - 28.07.2015 14:00","5418","n/e","n/e","n/e","n/e","n/e","1989","n/e","n/e"
"28.07.2015 14:00 - 28.07.2015 15:00","5277","n/e","n/e","n/e","n/e","n/e","2469","n/e","n/e"
"28.07.2015 15:00 - 28.07.2015 16:00","5164","n/e","n/e","n/e","n/e","n/e","3147","n/e","n/e"
"28.07.2015 16:00 - 28.07.2015 17:00","4945","n/e","n/e","n/e","n/e","n/e","3932","n/e","n/e"
"28.07.2015 17:00 - 28.07.2015 18:00","4607","n/e","n/e","n/e","n/e","n/e","4490","n/e","n/e"
"28.07.2015 18:00 - 28.07.2015 19:00","4069","n/e","n/e","n/e","n/e","n/e","4777","n/e","n/e"
"28.07.2015 19:00 - 28.07.2015 20:00","3288","n/e","n/e","n/e","n/e","n/e","4831","n/e","n/e"
"28.07.2015 20:00 - 28.07.2015 21:00","2061","n/e","n/e","n/e","n/e","n/e","4880","n/e","n/e"
"28.07.2015 21:00 - 28.07.2015 22:00","1033","n/e","n/e","n/e","n/e","n/e","4651","n/e","n/e"
"28.07.2015 22:00 - 28.07.2015 23:00","738","n/e","n/e","n/e","n/e","n/e","4489","n/e","n/e"
"28.07.2015 23:00 - 29.07.2015 00:00","648","n/e","n/e","n/e","n/e","n/e","4325","n/e","n/e"
"29.07.2015 00:00 - 29.07.2015 01:00","637","n/e","n/e","n/e","n/e","n/e","3921","n/e","n/e"
"29.07.2015 01:00 - 29.07.2015 02:00","640","n/e","n/e","n/e","n/e","n/e","3654","n/e","n/e"
"29.07.2015 02:00 - 29.07.2015 03:00","651","n/e","n/e","n/e","n/e","n/e","3203","n/e","n/e"
"29.07.2015 03:00 - 29.07.2015 04:00","647","n/e","n/e","n/e","n/e","n/e","2847","n/e","n/e"
"29.07.2015 04:00 - 29.07.2015 05:00","639","n/e","n/e","n/e","n/e","n/e","2689","n/e","n/e"
"29.07.2015 05:00 - 29.07.2015 06:00","555","n/e","n/e","n/e","n/e","n/e","2547","n/e","n/e"
"29.07.2015 06:00 - 29.07.2015 07:00","429","n/e","n/e","n/e","n/e","n/e","2414","n/e","n/e"
"29.07.2015 07:00 - 29.07.2015 08:00","392","n/e","n/e","n/e","n/e","n/e","2104","n/e","n/e"
"29.07.2015 08:00 - 29.07.2015 09:00","977","n/e","n/e","n/e","n/e","n/e","1741","n/e","n/e"
"29.07.2015 09:00 - 29.07.2015 10:00","2781","n/e","n/e","n/e","n/e","n/e","1333","n/e","n/e"
"29.07.2015 10:00 - 29.07.2015 11:00","3998","n/e","n/e","n/e","n/e","n/e","1229","n/e","n/e"
"29.07.2015 11:00 - 29.07.2015 12:00","4492","n/e","n/e","n/e","n/e","n/e","1317","n/e","n/e"
"29.07.2015 12:00 - 29.07.2015 13:00","5180","n/e","n/e","n/e","n/e","n/e","1466","n/e","n/e"
"29.07.2015 13:00 - 29.07.2015 14:00","5397","n/e","n/e","n/e","n/e","n/e","1871","n/e","n/e"
"29.07.2015 14:00 - 29.07.2015 15:00","5292","n/e","n/e","n/e","n/e","n/e","2645","n/e","n/e"
"29.07.2015 15:00 - 29.07.2015 16:00","5123","n/e","n/e","n/e","n/e","n/e","3629","n/e","n/e"
"29.07.2015 16:00 - 29.07.2015 17:00","4871","n/e","n/e","n/e","n/e","n/e","4828","n/e","n/e"
"29.07.2015 17:00 - 29.07.2015 18:00","4462","n/e","n/e","n/e","n/e","n/e","5872","n/e","n/e"
"29.07.2015 18:00 - 29.07.2015 19:00","3828","n/e","n/e","n/e","n/e","n/e","6945","n/e","n/e"
"29.07.2015 19:00 - 29.07.2015 20:00","2977","n/e","n/e","n/e","n/e","n/e","7104","n/e","n/e"
"29.07.2015 20:00 - 29.07.2015 21:00","1830","n/e","n/e","n/e","n/e","n/e","6932","n/e","n/e"
"29.07.2015 21:00 - 29.07.2015 22:00","1016","n/e","n/e","n/e","n/e","n/e","6913","n/e","n/e"
"29.07.2015 22:00 - 29.07.2015 23:00","697","n/e","n/e","n/e","n/e","n/e","6782","n/e","n/e"
"29.07.2015 23:00 - 30.07.2015 00:00","627","n/e","n/e","n/e","n/e","n/e","6794","n/e","n/e"
"30.07.2015 00:00 - 30.07.2015 01:00","609","n/e","n/e","n/e","n/e","n/e","6587","n/e","n/e"
"30.07.2015 01:00 - 30.07.2015 02:00","592","n/e","n/e","n/e","n/e","n/e","6391","n/e","n/e"
"30.07.2015 02:00 - 30.07.2015 03:00","580","n/e","n/e","n/e","n/e","n/e","6002","n/e","n/e"
"30.07.2015 03:00 - 30.07.2015 04:00","579","n/e","n/e","n/e","n/e","n/e","5875","n/e","n/e"
"30.07.2015 04:00 - 30.07.2015 05:00","601","n/e","n/e","n/e","n/e","n/e","6123","n/e","n/e"
"30.07.2015 05:00 - 30.07.2015 06:00","538","n/e","n/e","n/e","n/e","n/e","6180","n/e","n/e"
"30.07.2015 06:00 - 30.07.2015 07:00","473","n/e","n/e","n/e","n/e","n/e","6037","n/e","n/e"
"30.07.2015 07:00 - 30.07.2015 08:00","438","n/e","n/e","n/e","n/e","n/e","5944","n/e","n/e"
"30.07.2015 08:00 - 30.07.2015 09:00","939","n/e","n/e","n/e","n/e","n/e","5892","n/e","n/e"
"30.07.2015 09:00 - 30.07.2015 10:00","2426","n/e","n/e","n/e","n/e","n/e","5675","n/e","n/e"
"30.07.2015 10:00 - 30.07.2015 11:00","3650","n/e","n/e","n/e","n/e","n/e","5600","n/e","n/e"
"30.07.2015 11:00 - 30.07.2015 12:00","4147","n/e","n/e","n/e","n/e","n/e","5507","n/e","n/e"
"30.07.2015 12:00 - 30.07.2015 13:00","4514","n/e","n/e","n/e","n/e","n/e","5413","n/e","n/e"
"30.07.2015 13:00 - 30.07.2015 14:00","4787","n/e","n/e","n/e","n/e","n/e","5626","n/e","n/e"
"30.07.2015 14:00 - 30.07.2015 15:00","4813","n/e","n/e","n/e","n/e","n/e","6007","n/e","n/e"
"30.07.2015 15:00 - 30.07.2015 16:00","4778","n/e","n/e","n/e","n/e","n/e","6105","n/e","n/e"
"30.07.2015 16:00 - 30.07.2015 17:00","4616","n/e","n/e","n/e","n/e","n/e","6499","n/e","n/e"
"30.07.2015 17:00 - 30.07.2015 18:00","4224","n/e","n/e","n/e","n/e","n/e","6651","n/e","n/e"
"30.07.2015 18:00 - 30.07.2015 19:00","3707","n/e","n/e","n/e","n/e","n/e","6819","n/e","n/e"
"30.07.2015 19:00 - 30.07.2015 20:00","3063","n/e","n/e","n/e","n/e","n/e","6718","n/e","n/e"
"30.07.2015 20:00 - 30.07.2015 21:00","2006","n/e","n/e","n/e","n/e","n/e","7307","n/e","n/e"
"30.07.2015 21:00 - 30.07.2015 22:00","1035","n/e","n/e","n/e","n/e","n/e","7083","n/e","n/e"
"30.07.2015 22:00 - 30.07.2015 23:00","695","n/e","n/e","n/e","n/e","n/e","7025","n/e","n/e"
"30.07.2015 23:00 - 31.07.2015 00:00","666","n/e","n/e","n/e","n/e","n/e","6678","n/e","n/e"
"31.07.2015 00:00 - 31.07.2015 01:00","645","n/e","n/e","n/e","n/e","n/e","6247","n/e","n/e"
"31.07.2015 01:00 - 31.07.2015 02:00","646","n/e","n/e","n/e","n/e","n/e","5839","n/e","n/e"
"31.07.2015 02:00 - 31.07.2015 03:00","642","n/e","n/e","n/e","n/e","n/e","5569","n/e","n/e"
"31.07.2015 03:00 - 31.07.2015 04:00","610","n/e","n/e","n/e","n/e","n/e","5405","n/e","n/e"
"31.07.2015 04:00 - 31.07.2015 05:00","609","n/e","n/e","n/e","n/e","n/e","5519","n/e","n/e"
"31.07.2015 05:00 - 31.07.2015 06:00","528","n/e","n/e","n/e","n/e","n/e","5130","n/e","n/e"
"31.07.2015 06:00 - 31.07.2015 07:00","417","n/e","n/e","n/e","n/e","n/e","5322","n/e","n/e"
"31.07.2015 07:00 - 31.07.2015 08:00","399","n/e","n/e","n/e","n/e","n/e","5145","n/e","n/e"
"31.07.2015 08:00 - 31.07.2015 09:00","922","n/e","n/e","n/e","n/e","n/e","4240","n/e","n/e"
"31.07.2015 09:00 - 31.07.2015 10:00","2286","n/e","n/e","n/e","n/e","n/e","3875","n/e","n/e"
"31.07.2015 10:00 - 31.07.2015 11:00","3430","n/e","n/e","n/e","n/e","n/e","3917","n/e","n/e"
"31.07.2015 11:00 - 31.07.2015 12:00","3970","n/e","n/e","n/e","n/e","n/e","3874","n/e","n/e"
"31.07.2015 12:00 - 31.07.2015 13:00","4453","n/e","n/e","n/e","n/e","n/e","4189","n/e","n/e"
"31.07.2015 13:00 - 31.07.2015 14:00","4589","n/e","n/e","n/e","n/e","n/e","4583","n/e","n/e"
"31.07.2015 14:00 - 31.07.2015 15:00","4382","n/e","n/e","n/e","n/e","n/e","5386","n/e","n/e"
"31.07.2015 15:00 - 31.07.2015 16:00","4042","n/e","n/e","n/e","n/e","n/e","6777","n/e","n/e"
"31.07.2015 16:00 - 31.07.2015 17:00","3711","n/e","n/e","n/e","n/e","n/e","7467","n/e","n/e"
"31.07.2015 17:00 - 31.07.2015 18:00","3533","n/e","n/e","n/e","n/e","n/e","7852","n/e","n/e"
"31.07.2015 18:00 - 31.07.2015 19:00","3009","n/e","n/e","n/e","n/e","n/e","7789","n/e","n/e"
"31.07.2015 19:00 - 31.07.2015 20:00","2287","n/e","n/e","n/e","n/e","n/e","7492","n/e","n/e"
"31.07.2015 20:00 - 31.07.2015 21:00","1466","n/e","n/e","n/e","n/e","n/e","8001","n/e","n/e"
"31.07.2015 21:00 - 31.07.2015 22:00","1002","n/e","n/e","n/e","n/e","n/e","7823","n/e","n/e"
"31.07.2015 22:00 - 31.07.2015 23:00","744","n/e","n/e","n/e","n/e","n/e","7434","n/e","n/e"
"31.07.2015 23:00 - 01.08.2015 00:00","565","n/e","n/e","n/e","n/e","n/e","6681","n/e","n/e"
"01.08.2015 00:00 - 01.08.2015 01:00","443","n/e","n/e","n/e","n/e","n/e","5755","n/e","n/e"
"01.08.2015 01:00 - 01.08.2015 02:00","363","n/e","n/e","n/e","n/e","n/e","5596","n/e","n/e"
"01.08.2015 02:00 - 01.08.2015 03:00","295","n/e","n/e","n/e","n/e","n/e","5218","n/e","n/e"
"01.08.2015 03:00 - 01.08.2015 04:00","276","n/e","n/e","n/e","n/e","n/e","4923","n/e","n/e"
"01.08.2015 04:00 - 01.08.2015 05:00","244","n/e","n/e","n/e","n/e","n/e","4706","n/e","n/e"
"01.08.2015 05:00 - 01.08.2015 06:00","212","n/e","n/e","n/e","n/e","n/e","4779","n/e","n/e"
"01.08.2015 06:00 - 01.08.2015 07:00","235","n/e","n/e","n/e","n/e","n/e","4867","n/e","n/e"
"01.08.2015 07:00 - 01.08.2015 08:00","420","n/e","n/e","n/e","n/e","n/e","4812","n/e","n/e"
"01.08.2015 08:00 - 01.08.2015 09:00","1166","n/e","n/e","n/e","n/e","n/e","4532","n/e","n/e"
"01.08.2015 09:00 - 01.08.2015 10:00","2373","n/e","n/e","n/e","n/e","n/e","3916","n/e","n/e"
"01.08.2015 10:00 - 01.08.2015 11:00","3681","n/e","n/e","n/e","n/e","n/e","3551","n/e","n/e"
"01.08.2015 11:00 - 01.08.2015 12:00","4451","n/e","n/e","n/e","n/e","n/e","2983","n/e","n/e"
"01.08.2015 12:00 - 01.08.2015 13:00","4940","n/e","n/e","n/e","n/e","n/e","2486","n/e","n/e"
"01.08.2015 13:00 - 01.08.2015 14:00","5172","n/e","n/e","n/e","n/e","n/e","1978","n/e","n/e"
"01.08.2015 14:00 - 01.08.2015 15:00","5163","n/e","n/e","n/e","n/e","n/e","1759","n/e","n/e"
"01.08.2015 15:00 - 01.08.2015 16:00","4994","n/e","n/e","n/e","n/e","n/e","1729","n/e","n/e"
"01.08.2015 16:00 - 01.08.2015 17:00","4740","n/e","n/e","n/e","n/e","n/e","1795","n/e","n/e"
"01.08.2015 17:00 - 01.08.2015 18:00","4391","n/e","n/e","n/e","n/e","n/e","1993","n/e","n/e"
"01.08.2015 18:00 - 01.08.2015 19:00","3790","n/e","n/e","n/e","n/e","n/e","2586","n/e","n/e"
"01.08.2015 19:00 - 01.08.2015 20:00","2928","n/e","n/e","n/e","n/e","n/e","3102","n/e","n/e"
"01.08.2015 20:00 - 01.08.2015 21:00","1860","n/e","n/e","n/e","n/e","n/e","3344","n/e","n/e"
"01.08.2015 21:00 - 01.08.2015 22:00","997","n/e","n/e","n/e","n/e","n/e","3476","n/e","n/e"
"01.08.2015 22:00 - 01.08.2015 23:00","689","n/e","n/e","n/e","n/e","n/e","3724","n/e","n/e"
"01.08.2015 23:00 - 02.08.2015 00:00","581","n/e","n/e","n/e","n/e","n/e","3880","n/e","n/e"
"02.08.2015 00:00 - 02.08.2015 01:00","530","n/e","n/e","n/e","n/e","n/e","4054","n/e","n/e"
"02.08.2015 01:00 - 02.08.2015 02:00","551","n/e","n/e","n/e","n/e","n/e","3880","n/e","n/e"
"02.08.2015 02:00 - 02.08.2015 03:00","592","n/e","n/e","n/e","n/e","n/e","3990","n/e","n/e"
"02.08.2015 03:00 - 02.08.2015 04:00","603","n/e","n/e","n/e","n/e","n/e","4205","n/e","n/e"
"02.08.2015 04:00 - 02.08.2015 05:00","592","n/e","n/e","n/e","n/e","n/e","4487","n/e","n/e"
"02.08.2015 05:00 - 02.08.2015 06:00","466","n/e","n/e","n/e","n/e","n/e","4535","n/e","n/e"
"02.08.2015 06:00 - 02.08.2015 07:00","445","n/e","n/e","n/e","n/e","n/e","4741","n/e","n/e"
"02.08.2015 07:00 - 02.08.2015 08:00","517","n/e","n/e","n/e","n/e","n/e","4940","n/e","n/e"
"02.08.2015 08:00 - 02.08.2015 09:00","1259","n/e","n/e","n/e","n/e","n/e","4814","n/e","n/e"
"02.08.2015 09:00 - 02.08.2015 10:00","2462","n/e","n/e","n/e","n/e","n/e","4678","n/e","n/e"
"02.08.2015 10:00 - 02.08.2015 11:00","3857","n/e","n/e","n/e","n/e","n/e","4763","n/e","n/e"
"02.08.2015 11:00 - 02.08.2015 12:00","4569","n/e","n/e","n/e","n/e","n/e","4700","n/e","n/e"
"02.08.2015 12:00 - 02.08.2015 13:00","5047","n/e","n/e","n/e","n/e","n/e","4852","n/e","n/e"
"02.08.2015 13:00 - 02.08.2015 14:00","5100","n/e","n/e","n/e","n/e","n/e","5420","n/e","n/e"
"02.08.2015 14:00 - 02.08.2015 15:00","5112","n/e","n/e","n/e","n/e","n/e","6046","n/e","n/e"
"02.08.2015 15:00 - 02.08.2015 16:00","5015","n/e","n/e","n/e","n/e","n/e","6163","n/e","n/e"
"02.08.2015 16:00 - 02.08.2015 17:00","4827","n/e","n/e","n/e","n/e","n/e","6088","n/e","n/e"
"02.08.2015 17:00 - 02.08.2015 18:00","4533","n/e","n/e","n/e","n/e","n/e","5996","n/e","n/e"
"02.08.2015 18:00 - 02.08.2015 19:00","3993","n/e","n/e","n/e","n/e","n/e","5624","n/e","n/e"
"02.08.2015 19:00 - 02.08.2015 20:00","3182","n/e","n/e","n/e","n/e","n/e","5064","n/e","n/e"
"02.08.2015 20:00 - 02.08.2015 21:00","1954","n/e","n/e","n/e","n/e","n/e","4453","n/e","n/e"
